model_name,Input_Name,status,rag_top1,rag_candidates,error_message,gt_standard_name,is_correct
qwen3.5:9b,쇠지렛대,error,쇠지렛대,"쇠지렛대, 전선릴, 편구스패너, 굽은노즈플라이어, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠지렛대,error,쇠지렛대,"쇠지렛대, 전선릴, 편구스패너, 굽은노즈플라이어, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠지렛대(빠루),error,냉동라쳇렌치,"냉동라쳇렌치, 앤드컷팅니퍼, 다이아고날플라이어, 옵셋렌치, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠지렛대/빠루,error,쇠지렛대,"쇠지렛대, 충전해머드릴, 앤드컷팅니퍼, 옵셋렌치, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱,error,쇠톱,"쇠톱, 원형톱, 접톱, 목공줄, 절단석",Expecting value: line 1 column 1 (char 0),쇠톱,False
qwen3.5:9b,쇠톱 (12인치),error,쇠톱,"쇠톱, 원형톱, 목공줄, 스패너세트, 접톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱 1개,error,쇠톱,"쇠톱, 원형톱, 목공줄, 절단석, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱 대 1개,error,원형톱,"원형톱, 쇠톱, 목공줄, 절단석, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱(1),error,스패너세트,"스패너세트, 원형톱, 소켓렌치세트, 쇠톱, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱(2),error,스패너세트,"스패너세트, T렌치세트, 원형톱, 소켓렌치세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱(날),error,쇠톱,"쇠톱, 원형톱, 목공줄, 접톱, 절단석",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱(대),error,굽은노즈플라이어,"굽은노즈플라이어, 옵셋렌치, 플라이어렌치, 스냅링플라이어, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱(줄톱),error,쇠톱,"쇠톱, 원형톱, 접톱, 목공줄, 목공톱",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱2개,error,원형톱,"원형톱, 쇠톱, 목공줄, 절단석, 손타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱날,error,타일컷터,"타일컷터, 그립망치, 빠루망치, 돌망치, 절단석",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱날 (12인치),error,스패너세트,"스패너세트, 타일컷터, 소켓렌치세트, 만능렌치, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,쇠톱대,error,모종삽,"모종삽, 편구스패너, 타일컷터, 쇠톱, 원형톱",Expecting value: line 1 column 1 (char 0),쇠톱,False
qwen3.5:9b,쇠톱대(2),error,볼렌치세트,"볼렌치세트, 편구스패너, 라쳇렌치세트, 소켓렌치세트, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,숏노즈,error,편구스패너,"편구스패너, 고무망치, 쇠지렛대, 전선릴, 스크레퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수공구 세트,error,공구함세트,"공구함세트, 공구세트, 기어렌치세트, 전동공구세트, 육각렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수공구세트,error,공구함세트,"공구함세트, 공구세트, 전동공구세트, 기어렌치세트, 드릴비트세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수공구세트①,error,기어렌치세트,"기어렌치세트, 전동공구세트, 소켓렌치세트, 공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수공구세트②,error,전동공구세트,"전동공구세트, 공구함세트, 공구세트, 기어렌치세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수동드라이버,error,양용드라이버,"양용드라이버, 편구스패너, 전동드릴, 커터, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"수동드라이버(대,소)",error,앤드컷팅니퍼,"앤드컷팅니퍼, 충전해머드릴, 전동드라이버, 옵셋렌치, 양용드라이버",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수동방역소독기,error,전동압착기,"전동압착기, 그립망치, 석고대패, 돌망치, 전지가위",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수동식 휠체어,error,T핸드드라이버,"T핸드드라이버, 핸드카트, 드라이버세트, 다림추, 드라이버",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"수동줄자(5,5m)",error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 목공용드릴비트, 육각렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수동호수 18m,error,클램프미터,"클램프미터, 고속절단기, 철판가위, 전동공구세트, 철공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수동휠체어,error,T핸드드라이버,"T핸드드라이버, 핸드카트, 드라이버세트, 드라이버, 고압세척기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수목 전지가위,error,목공용드릴비트,"목공용드릴비트, 목공줄, 고지가위, 전지가위, 철판가위",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수블럭,error,절단석,"절단석, 수평기, 손타카, 스패너, 목공줄",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수블럭(숫자놀이블럭),error,만능렌치,"만능렌치, 스패너세트, 소켓렌치세트, 기어렌치세트, 납볼망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수전 코일줄,error,전선릴,"전선릴, 충전해머드릴, 굽은노즈플라이어, 와이어스트리퍼, 전동드라이버",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수중펌프,error,에어펌프,"에어펌프, 목공용드릴비트, 클램프미터, 스프링배관청소기, 철공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평,error,수평기,"수평기, 다림추, 스패너, 육각렌치, 손타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평계,error,수평기,"수평기, 육각렌치, 다림추, 전지가위, 스패너세트",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평계 & 레벨기,error,수평기,"수평기, 전동압착기, 전지가위, 조합렌치세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평계(수평자),error,수평기,"수평기, 스패너세트, 기어렌치세트, T렌치세트, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평기,error,수평기,"수평기, 육각렌치, 스패너, 다림추, 전지가위",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평기 1개,error,스패너세트,"스패너세트, 수평기, 만능렌치, 기어렌치세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평기300,error,수평기,"수평기, 전동공구세트, 기어렌치세트, 공구세트, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평대,error,수평기,"수평기, 육각렌치, 스패너, 만능렌치, 장도리",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평대(450mm),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 공구세트, 수평기",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평대(600),error,수평기,"수평기, 클램프미터, 육각렌치세트, 전동공구세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평대(디월트),error,냉동라쳇렌치,"냉동라쳇렌치, 앤드컷팅니퍼, 바이스그립플라이어, 다이아고날플라이어, 버니어캘리퍼스",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평자,error,장도리,"장도리, 줄자, 돌망치, 직각자, 빠루망치",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평자,error,장도리,"장도리, 줄자, 돌망치, 직각자, 빠루망치",Expecting value: line 1 column 1 (char 0),수평기,False
qwen3.5:9b,수평자 1개,error,만능렌치,"만능렌치, 스패너세트, 납볼망치, 빠루망치, 직각자",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평자(60CM),error,클램프미터,"클램프미터, 고속절단기, 육각렌치세트, 전동공구세트, 수평기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평자3개,error,스패너세트,"스패너세트, 기어렌치세트, T렌치세트, 소켓렌치세트, 납볼망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,수평측정기,error,라돈측정기,"라돈측정기, 수평기, 육각렌치세트, 육각렌치, 별렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,숫돌,error,장도리,"장도리, 모종삽, 커터, 스패너, 돌망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,숯돌,error,목공줄,"목공줄, 타일컷터, 에어건, 커터, 카운터싱크",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스냅링플라이어세트,error,라쳇렌치세트,"라쳇렌치세트, 플라이어렌치, 굽은노즈플라이어, 다이아고날플라이어, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스마토 공구세트,error,전동공구세트,"전동공구세트, 공구세트, 공구함세트, 기어렌치세트, 드릴비트세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스마토 알루미늄 공구가방,error,전동공구세트,"전동공구세트, 공구세트, 철공용드릴비트, 공구함세트, 철공용드릴비트세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스마트 라돈감지기,error,열화상카메라,"열화상카메라, 육각렌치세트, 기어렌치세트, 직각자, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스마트 렌치세트,error,정밀드라이버세트,"정밀드라이버세트, 육각렌치세트, 기어렌치세트, 전동공구세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스마트 양구스패너 세트,error,정밀드라이버세트,"정밀드라이버세트, 육각렌치세트, 전동공구세트, 기어렌치세트, 공구함세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스매쉬 3종 원형톱날,error,소켓렌치세트,"소켓렌치세트, 스패너세트, 편구스패너, 볼렌치세트, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스 밀리터리  수공구세트,error,전동공구세트,"전동공구세트, 공구세트, 공구함세트, 기어렌치세트, 육각렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스 밀리터리 공구,error,소켓렌치세트,"소켓렌치세트, 전동공구세트, 볼렌치세트, 육각렌치, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스 밀리터리 미니드라이버,error,와이어스트리퍼,"와이어스트리퍼, 라쳇렌치세트, 전동드라이버, 양용드라이버, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스 밀리터리 전동공구세트,error,전동공구세트,"전동공구세트, 공구세트, 소켓렌치세트, 기어렌치세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스 밀리터리 전동드릴 세트,error,철공용드릴비트,"철공용드릴비트, 전동공구세트, 철공용드릴비트세트, 정밀드라이버세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스밀리터리  수공구세트,error,전동공구세트,"전동공구세트, 목공용드릴비트, 공구세트, 고속절단기, 철공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스밀리터리 공구세트 (전동드릴포함),error,철공용드릴비트,"철공용드릴비트, 철공용드릴비트세트, 정밀드라이버세트, 목공용드릴비트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스밀리터리 미니 드라이버 8p,error,드라이버세트,"드라이버세트, 정밀드라이버세트, T핸드드라이버, 드라이버, 고속절단기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스밀리터리 수공구세트,error,전동공구세트,"전동공구세트, 목공용드릴비트, 공구세트, 고속절단기, 철공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스위스밀리터리 수공구세트,error,전동공구세트,"전동공구세트, 목공용드릴비트, 공구세트, 고속절단기, 철공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스컬킹,error,스패너,"스패너, 돌망치, 커터, 빠루망치, 손타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크래퍼,error,스크레퍼,"스크레퍼, 편구스패너, 전선릴, 쇠지렛대, 와이어스트리퍼",Expecting value: line 1 column 1 (char 0),스크레퍼,False
qwen3.5:9b,스크래퍼(헤라),error,냉동라쳇렌치,"냉동라쳇렌치, 바이스그립플라이어, 앵글그라인더, 다이아고날플라이어, 버니어캘리퍼스",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크레이퍼,error,스크레퍼,"스크레퍼, 굽은노즈플라이어, 플라이어렌치, 전동드라이버, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크레퍼,error,스크레퍼,"스크레퍼, 편구스패너, 전선릴, 와이어스트리퍼, 고무망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크루드라이버,error,스크레퍼,"스크레퍼, 양용드라이버, 소켓렌치세트, 스패너세트, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크류 드라이버 비트,error,정밀드라이버세트,"정밀드라이버세트, 전동공구세트, SDS드릴비트, 에어컴프레서, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크류 전동 드라이버,error,양용드라이버,"양용드라이버, 충전해머드릴, 전동드라이버, 드라이버세트, 전동드릴",Expecting value: line 1 column 1 (char 0),전동드라이버,False
qwen3.5:9b,"스크류 전동 드라이버 (예약시 전화주세요 02-2241-5084) 2박3일 1,000원",error,충전해머드릴,"충전해머드릴, 냉동라쳇렌치, 앤드컷팅니퍼, 버니어캘리퍼스, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크류드라이버 비트세트,error,비트세트,"비트세트, SDS드릴비트, 정밀드라이버세트, 육각렌치세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크류드라이버세트,error,정밀드라이버세트,"정밀드라이버세트, 육각렌치세트, 전동공구세트, 공구세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크류비트 세트,error,육각렌치세트,"육각렌치세트, SDS드릴비트, 공구함세트, 비트세트, 탭세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크류세트,error,육각렌치세트,"육각렌치세트, 탭세트, 공구함세트, 공구세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스크린,error,탭세트,"탭세트, 라돈측정기, SDS드릴비트, 육각렌치세트, 디지털수평기",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스킬 함마드릴,error,드릴비트,"드릴비트, 목공줄, 만능렌치, 빠루망치, 절단석",Expecting value: line 1 column 1 (char 0),해머드릴,False
qwen3.5:9b,스태플,error,돌망치,"돌망치, 장도리, 전지가위, 타카, 스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스탠리 수공구세트,error,소켓렌치세트,"소켓렌치세트, 스패너세트, 볼렌치세트, 전동공구세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스탠리 전기임팩트드릴,error,충전해머드릴,"충전해머드릴, 끌세트, 전동공구세트, 소켓렌치세트, 에어컴프레서",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스탠리 해머드릴,error,앤드컷팅니퍼,"앤드컷팅니퍼, 버니어캘리퍼스, 냉동라쳇렌치, 충전해머드릴, 다이아고날플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스탠리10종 라쳇드라이버,error,바이스그립플라이어,"바이스그립플라이어, 냉동라쳇렌치, 다이아고날플라이어, 앵글그라인더, 버니어캘리퍼스",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스탠리충전드릴,error,타일컷터,"타일컷터, 만능렌치, 임팩트드릴, 스패너세트, 목공줄",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스테이플러 리무버,error,전동드라이버,"전동드라이버, 굽은노즈플라이어, 플라이어렌치, 옵셋렌치, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,"스테플러건(타카), 심(8box)",error,소켓렌치세트,"소켓렌치세트, 기어렌치세트, T렌치세트, 스패너세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐 헤라 3',error,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 옵셋렌치, 앤드컷팅니퍼, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐 헤라 5',error,냉동라쳇렌치,"냉동라쳇렌치, 옵셋렌치, 앤드컷팅니퍼, 다이아고날플라이어, 버니어캘리퍼스",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐기리,error,장도리,"장도리, 돌망치, 빠루망치, 카운터싱크, 납볼망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐기리 세트 1개,error,기어렌치세트,"기어렌치세트, 스패너세트, T렌치세트, 소켓렌치세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐리 드라이버세트(6PCS),error,정밀드라이버세트,"정밀드라이버세트, 드라이버세트, 고속절단기, 전동공구세트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐파이프 커터,error,드릴비트세트,"드릴비트세트, 목공용드릴비트, 철공용드릴비트, 전동공구세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐헤라,error,토크렌치,"토크렌치, 전동타카, 전선릴, 스크레퍼, 고무망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐헤라 3,error,볼렌치세트,"볼렌치세트, 전동타카, 소켓렌치세트, 건타카, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐헤라 5,error,전동타카,"전동타카, 소켓렌치세트, 볼렌치세트, 기어렌치세트, 건타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐헤라(경화형),error,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 바이스그립플라이어, 옵셋렌치, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐헤라3,error,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 기어렌치세트, T렌치세트, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텐헤라5,error,전동타카,"전동타카, 소켓렌치세트, 볼렌치세트, 기어렌치세트, 건타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텝 드릴 비트,error,비트세트,"비트세트, 다림추, 드릴비트세트, 드릴비트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스텝퍼,error,다림추,"다림추, 끌세트, 스패너, 스패너세트, 손타카",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스토브,error,스패너,"스패너, 돌망치, 빠루망치, 그립망치, 장도리",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스트류비트세트,error,스패너세트,"스패너세트, 기어렌치세트, T렌치세트, 소켓렌치세트, 드릴비트세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스트리퍼,error,장도리,"장도리, 스패너, 전지가위, 커터, 육각렌치",Expecting value: line 1 column 1 (char 0),와이어스트리퍼,False
qwen3.5:9b,스트립퍼,error,편구스패너,"편구스패너, 스크레퍼, 와이어스트리퍼, 전선릴, 굽은노즈플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스팀 청소기,error,스프링배관청소기,"스프링배관청소기, 목공줄, 전동압착기, 타일컷터, 스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스팀 청소기 1개,error,타일컷터,"타일컷터, 해머드릴, 만능렌치, 목공줄, 편구스패너",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스팀 해빙기,error,전선릴,"전선릴, 쇠지렛대, 편구스패너, 와이어스트리퍼, 타일컷터",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스팀다리미,error,플라이어렌치,"플라이어렌치, 굽은노즈플라이어, 옵셋렌치, 전선릴, 플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스팀해빙기,error,플라이어렌치,"플라이어렌치, 스냅링플라이어, 다이아고날플라이어, 굽은노즈플라이어, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너,error,스패너,"스패너, 커터, 손타카, 빠루망치, 장도리",Expecting value: line 1 column 1 (char 0),스패너,False
qwen3.5:9b,스패너,error,스패너,"스패너, 커터, 손타카, 빠루망치, 장도리",Expecting value: line 1 column 1 (char 0),스패너,False
qwen3.5:9b,스패너 12개),error,다이아고날플라이어,"다이아고날플라이어, 스냅링플라이어, 앵글그라인더, 옵셋렌치, 플라이어렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너 세트,error,기어렌치세트,"기어렌치세트, 스패너세트, T렌치세트, 공구세트, 공구함세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너 세트 1개,error,스패너세트,"스패너세트, 기어렌치세트, T렌치세트, 전동공구세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너(100mm),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 공구세트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너(200mm),error,클램프미터,"클램프미터, 고속절단기, 드릴비트세트, 철공용드릴비트, 전동공구세트",Expecting value: line 1 column 1 (char 0),스패너,False
qwen3.5:9b,스패너(250mm),error,클램프미터,"클램프미터, 고속절단기, 철공용드릴비트, 전동공구세트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너(300mm),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 드릴비트세트, 드릴비트",Expecting value: line 1 column 1 (char 0),스패너,False
qwen3.5:9b,스패너(3종),error,스패너세트,"스패너세트, 기어렌치세트, T렌치세트, 소켓렌치세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너(450mm),error,클램프미터,"클램프미터, 고속절단기, 철공용드릴비트, 전동공구세트, 목공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너(610mm),error,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 별렌치세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너(크기별),error,스패너세트,"스패너세트, 기어렌치세트, 전동공구세트, 소켓렌치세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너세트,error,스패너세트,"스패너세트, 소켓렌치세트, 기어렌치세트, T렌치세트, 끌세트",Expecting value: line 1 column 1 (char 0),스패너세트,False
qwen3.5:9b,스패너세트(14P),error,전동공구세트,"전동공구세트, 클램프미터, 기어렌치세트, 스패너세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너세트(14p),error,클램프미터,"클램프미터, 전동공구세트, 고속절단기, 스패너세트, T렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너세트(6P),error,전동공구세트,"전동공구세트, 육각렌치세트, 공구세트, 기어렌치세트, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너세트/6PCS,error,전동공구세트,"전동공구세트, 정밀드라이버세트, 스패너세트, 기어렌치세트, 공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너셋,error,스패너세트,"스패너세트, 스패너, 소켓렌치세트, 만능렌치, 끌세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너셋트,error,편구스패너,"편구스패너, 타일컷터, 스패너세트, 볼렌치세트, 전선릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스패너셋트(10-21) 1개,error,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 편구스패너, 스패너세트, 와이어스트리퍼",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스페너,error,스패너,"스패너, 커터, 빠루망치, 장도리, 돌망치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스페너 세트(6P),error,전동공구세트,"전동공구세트, 정밀드라이버세트, 육각렌치세트, 공구세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스프레이 스티커 제거제,error,드릴비트세트,"드릴비트세트, 충전드릴, 드릴비트, 목공용드릴비트, 석고대패",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스프레이접착제,error,드릴비트,"드릴비트, 드릴비트세트, 가스토치, 볼트컷터, 절단석",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스프링 청소기,error,스프링배관청소기,"스프링배관청소기, 타일컷터, 목공줄, 그립망치, 해머드릴",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스프링청소기,error,스프링배관청소기,"스프링배관청소기, 목공줄, 전동압착기, 전지가위, 공구세트",Expecting value: line 1 column 1 (char 0),스프링배관청소기,False
qwen3.5:9b,"스프링청소기(주방,하수구)",error,스프링배관청소기,"스프링배관청소기, 목공용드릴비트, 전동공구세트, 고속절단기, 목공줄",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스프링청소기20M,error,스프링배관청소기,"스프링배관청소기, 클램프미터, 고속절단기, 목공용드릴비트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,스피녀 핸들 1개,error,해머드릴,"해머드릴, 만능렌치, 편구스패너, 타일컷터, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,슬레지해머(함마),error,굽은노즈플라이어,"굽은노즈플라이어, 스냅링플라이어, 플라이어렌치, 다이아고날플라이어, 옵셋렌치",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,슬립 조인트 프라이어,error,다이아고날플라이어,"다이아고날플라이어, 바이스그립플라이어, 냉동라쳇렌치, 앵글그라인더, 스냅링플라이어",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계 드라이버 셋트,error,클램프미터,"클램프미터, 정밀드라이버세트, 전동공구세트, 고속절단기, 소켓렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계DR세트,error,클램프미터,"클램프미터, T렌치세트, 육각렌치세트, 전동공구세트, 정밀드라이버세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계드라이버,error,소켓렌치세트,"소켓렌치세트, 끌세트, 양용드라이버, 스패너세트, 전동공구세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계드라이버 set,error,정밀드라이버세트,"정밀드라이버세트, 전동공구세트, 공구세트, 육각렌치세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계드라이버 셋,error,소켓렌치세트,"소켓렌치세트, 끌세트, 전동공구세트, 편구스패너, 스패너세트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계드라이버(6PC),error,정밀드라이버세트,"정밀드라이버세트, 고속절단기, 전동공구세트, 클램프미터, 철공용드릴비트",Expecting value: line 1 column 1 (char 0),,
qwen3.5:9b,시계드라이버세트,error,정밀드라이버세트,"정밀드라이버세트, 전동공구세트, 육각렌치세트, 공구세트, 기어렌치세트",Expecting value: line 1 column 1 (char 0),,
