Input_Name,status,rag_top1,rag_candidates,standard_name,brand,power_source,specification,fallback_used
ㄷ자형 타카,success,타카,"타카, 전동타카, 손타카, 건타카, 타카핀, 에어타카, 원형톱, 줄자, 직각자, A형사다리, 타일컷터, 핸드카트, 자전거펌프, 카운터싱크, 열화상카메라",타카,,,,False
ㄷ형 타카핀,success,타카핀,"타카핀, 타카, 전동타카, 손타카, 건타카, 에어타카, 원형톱, A형사다리, 타일컷터, 핀펀치, 핸드카트, 카운터싱크, T핸드드라이버, 열화상카메라, 점프케이블",타카핀,,,,False
가스 검지기,success,가스토치,"가스토치, 검전기, 고지가위, 전지가위, 라돈측정기, 디지털수평기, 쇠지렛대, 직소기, 스프링배관청소기, 열풍기, 송풍기, 레이저거리측정기, 글루스틱, 전동압착기, 고압세척기",가스토치,,,,False
가스 누설 측정기,success,라돈측정기,"라돈측정기, 레이저거리측정기, 가스토치, 송풍기, 스프링배관청소기, 직소기, 고압세척기, 글루스틱, 고속절단기, 전정톱, 열풍기, 전동압착기, 수평기, 레이저수평기, 다목적가위",라돈측정기,,,,False
가스검지기,success,가스토치,"가스토치, 검전기, 고지가위, 전지가위, 라돈측정기, 디지털수평기, 쇠지렛대, 직소기, 글루스틱, 고압세척기, 열풍기, 송풍기, 스프링배관청소기, 레이저거리측정기, 전동압착기",가스토치,,,,False
가스탐지기,success,가스토치,"가스토치, 고지가위, 전지가위, 라돈측정기, 디지털수평기, 쇠지렛대, 송풍기, 직소기, 열풍기, 스프링배관청소기, 검전기, 글루스틱, 레이저거리측정기, 고압세척기, 다목적가위",검전기,,,,False
가스토치,success,가스토치,"가스토치, 토크렌치, 고지가위, 글루스틱, 펜치, 볼렌치, 렌치, 그립망치, 망치, 철판가위, 돌망치, 파이프렌치, 볼렌치세트, 전지가위, 핀펀치",가스토치,,,,False
가스토치(휴대용) 1개,success,가스토치,"가스토치, 토크렌치, 쇠지렛대, 글루스틱, 대패, 그립망치, 고지가위, 렌치, 피스제거용비트, 다목적가위, 펜치, 망치, 볼렌치세트, 멀티테스터, 철판가위",가스토치,,,,False
가열총(열풍기),success,열풍기,"열풍기, 송풍기, 열화상카메라, 고압세척기, 가스토치, 고속절단기, 수평기, 다목적가위, 검전기, 철판가위, 에어펌프, 에어컴프레서, 전동압착기, 레이저수평기, 기어렌치세트",열풍기,,,,False
가위,success,철판가위,"철판가위, 다목적가위, 고지가위, 전지가위, 가스토치, 테이블톱, 쇠톱, 사다리, 도끼, 대패, 쇠지렛대, 망치, 수평기, 탭세트, 열풍기",철판가위,,,,False
가위(고지가위),success,고지가위,"고지가위, 전지가위, 철판가위, 다목적가위, 가스토치, 쇠지렛대, 고무망치, 고압세척기, 석고대패, 사다리, 고속절단기, 왕복톱(레시프로쏘), 테이블톱, 쇠톱, 대패",고지가위,,,,False
가위(다목적),success,다목적가위,"다목적가위, 철판가위, 고지가위, 전지가위, 목공톱, 사다리, 다림추, 목공용접톱, 목공줄, 목공용드릴비트, 가스토치, A형사다리, 다이스세트, 테이블톱, 적외선온도계",다목적가위,,,,False
가위(양손),success,철판가위,"철판가위, 다목적가위, 고지가위, 전지가위, 손타카, 양용드라이버, LED손전등, 가스토치, 테이블톱, 쇠톱, 왕복톱(레시프로쏘), 목공톱, 사다리, 도끼, 대패",다목적가위,,,,False
가위(양손_)대(자루),success,철판가위,"철판가위, 다목적가위, 고지가위, 전지가위, 대패, 손타카, 쇠지렛대, 줄자, 직각자, 석고대패, 글루건, 양용드라이버, LED손전등, 빠루망치, 글루스틱",다목적가위,,,,False
가위류,success,철판가위,"철판가위, 다목적가위, 고지가위, 전지가위, 가스토치, 테이블톱, 쇠톱, 쇠지렛대, 탭세트, 수평기, 사다리, 버니어캘리퍼스, 와이어스트리퍼, 그립망치, 다림추",다목적가위,,,,False
가정?차량용 공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 정밀드라이버세트, 드라이버세트, 스패너세트, 탭세트, 기어렌치세트, 끌세트, 플라이어세트, 비트세트, 볼렌치세트",공구세트,,,,False
가정사다리 3단,success,사다리,"사다리, A형사다리, 다목적가위, 절단석, 전정톱, 고속절단기, 레이저거리측정기, 철판가위, 라돈측정기, 배터리팩, 로터리해머드릴, 다이스세트, 다림추, 전지가위, 고지가위",사다리,,,,False
가정용 공구 세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 비트세트, 플라이어세트, 기어렌치세트, 볼렌치세트, 소켓렌치세트, 끌세트",공구세트,,,,False
가정용 공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 소켓렌치세트, 기어렌치세트, 볼렌치세트, 드릴비트세트",공구세트,,,,False
가정용 공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 소켓렌치세트, 기어렌치세트, 볼렌치세트, 드릴비트세트",공구세트,,,,False
가정용 공구세트 #25PCS,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, PVC컷터, 세트, 탭세트, 스패너세트, 정밀드라이버세트, 비트세트, 소켓렌치세트, 플라이어세트, 드릴비트세트, 기어렌치세트",공구세트,,,,False
"가정용 공구세트 (예약시 전화주세요 02-2241-5084) 2박3일 1,000원",success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 세트, 철공용드릴비트세트, 탭세트, 스패너세트, 비트세트, 끌세트, 플라이어세트, 볼렌치세트, 기어렌치세트, T렌치세트, 정밀드라이버세트",공구세트,,,,False
가정용 공구세트18pcs,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 탭세트, 정밀드라이버세트, 스패너세트, 플라이어세트, 비트세트, 소켓렌치세트, 철공용드릴비트, 드릴비트세트, 끌세트",공구세트,,,,False
가정용 공구세트20pcs,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 소켓렌치세트, 드릴비트세트, 목공용접톱, 끌세트",공구세트,,,,False
가정용 공구셋트 1개,success,공구세트,"공구세트, 공구함세트, 공구함, 전동공구세트, 철공용드릴비트세트, 목공용접톱, 철공용드릴비트, 목공용드릴비트, 옵셋렌치, 정밀드라이버세트, 전정톱, 목공톱, 편구스패너, 목공줄, 세트",공구세트,,,,False
가정용 기본공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 기어렌치세트, 정밀드라이버세트, 탭세트, 비트세트, 스패너세트, 목공용접톱, 플라이어세트, 드릴비트세트, 볼렌치세트",공구세트,,,,False
가정용 미니드릴 Set,success,SDS드릴비트,"SDS드릴비트, 철공용드릴비트세트, 전동드릴, 목공용드릴비트, 철공용드릴비트, 충전드릴, 드릴비트세트, 해머드릴, 임팩트드릴, 드릴비트, 콘크리트용드릴비트, 콘크리트드릴비트세트, 충전해머드릴, 정밀드라이버세트, 로터리해머드릴",전동드릴,,,,False
가정용 사다,success,사다리,"사다리, A형사다리, 다목적가위, 라돈측정기, 다림추, 전정톱, 양용드라이버, 철판가위, 다이스세트, 전지가위, 레이저거리측정기, 정밀드라이버세트, 철공용드릴비트, 가스토치, 고지가위",사다리,,,,False
가정용 사다리,success,사다리,"사다리, A형사다리, 다목적가위, 전정톱, 레이저거리측정기, 철판가위, 콘크리트용드릴비트, 목공용접톱, 철공용드릴비트, 목공용드릴비트, 철공용드릴비트세트, 라돈측정기, 전지가위, 로터리해머드릴, 고지가위",사다리,,,,False
가정용 소형 드릴,success,전동드릴,"전동드릴, 철공용드릴비트, 목공용드릴비트, 충전드릴, 해머드릴, 임팩트드릴, 철공용드릴비트세트, 드릴비트, 콘크리트용드릴비트, 드릴비트세트, 충전해머드릴, SDS드릴비트, 로터리해머드릴, 원형톱, 콘크리트드릴비트세트",전동드릴,,,,False
가정용 일반 2단사다리,success,사다리,"사다리, A형사다리, 다목적가위, 타일컷터, 절단석, 전정톱, 목공용접톱, 레이저거리측정기, 고속절단기, 라돈측정기, 철판가위, 콘크리트용드릴비트, 철공용드릴비트, 목공용드릴비트, 양용드라이버",사다리,,,,False
가정용 일반 3단사다리,success,사다리,"사다리, A형사다리, 다목적가위, 타일컷터, 절단석, 전정톱, 레이저거리측정기, 고속절단기, 목공용접톱, 라돈측정기, 콘크리트용드릴비트, 철판가위, 철공용드릴비트, 목공용드릴비트, 철공용드릴비트세트",사다리,,,,False
가정용 절단기,success,고속절단기,"고속절단기, 절단석, 라돈측정기, 직소기, 케이블컷터, 레이저거리측정기, PVC컷터, 커터, 타일컷터, 목공용접톱, 전정톱, 검전기, 송풍기, 열풍기, 고압세척기",고속절단기,,,,False
가정용공구 세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 정밀드라이버세트, 스패너세트, 탭세트, 비트세트, 플라이어세트, 기어렌치세트, 드릴비트세트, 볼렌치세트, 끌세트",공구세트,,,,False
가정용공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 스패너세트, 정밀드라이버세트, 탭세트, 플라이어세트, 비트세트, 볼렌치세트, 기어렌치세트, 소켓렌치세트, 드릴비트세트",공구세트,,,,False
가정용공구세트(18pcs),success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 탭세트, 정밀드라이버세트, 스패너세트, 플라이어세트, 비트세트, 소켓렌치세트, 볼렌치세트, 끌세트, 드릴비트세트",공구세트,,,,False
가정용공구세트(25pcs),success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 탭세트, 스패너세트, 정밀드라이버세트, 비트세트, 플라이어세트, 기어렌치세트, 소켓렌치세트, 볼렌치세트, 드릴비트세트",공구세트,,,,False
가정용공구셋트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 철공용드릴비트, 목공용드릴비트, 목공용접톱, 정밀드라이버세트, 옵셋렌치, 전정톱, 세트, 목공톱, 목공줄, 소켓렌치세트",공구세트,,,,False
가정용공구함세트,success,공구함세트,"공구함세트, 공구함, 공구세트, 전동공구세트, 철공용드릴비트세트, 세트, 탭세트, 스패너세트, 정밀드라이버세트, 목공용접톱, 비트세트, 플라이어세트, 소켓렌치세트, 볼렌치세트, 기어렌치세트",공구함세트,,,,False
가정용사다리,success,사다리,"사다리, A형사다리, 다목적가위, 전정톱, 레이저거리측정기, 철판가위, 목공용접톱, 철공용드릴비트, 콘크리트용드릴비트, 목공용드릴비트, 철공용드릴비트세트, 라돈측정기, 전지가위, 로터리해머드릴, 다림추",사다리,,,,False
가정용일반공구세트,success,공구세트,"공구세트, 전동공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 세트, 정밀드라이버세트, 탭세트, 스패너세트, 드릴비트세트, 비트세트, 기어렌치세트, 플라이어세트, 철공용드릴비트, 목공용접톱",공구세트,,,,False
가정용전동공구세트,success,전동공구세트,"전동공구세트, 공구세트, 공구함세트, 공구함, 철공용드릴비트세트, 전동드릴, 전동타카, 전동압착기, 세트, 전정톱, 정밀드라이버세트, 전동드라이버, 볼렌치세트, 탭세트, 스패너세트",전동공구세트,,,,False
각도조절 작업용 LED 조명,success,LED작업등,"LED작업등, LED손전등, LED투광기, 조합렌치세트, 전자산업용니퍼, 직각자, 육각렌치, 육각렌치세트, 적외선온도계, 도끼, 목공용접톱, 고속절단기, 절단석, 장도리, 양용드라이버",LED작업등,,,,False
각도컷팅기(몰딩겸용),success,앤드컷팅니퍼,"앤드컷팅니퍼, 볼트컷터, 타일컷터, 케이블컷터, PVC컷터, 직각자, 도끼, 육각렌치, 육각렌치세트, 장도리, 목공용접톱, 고속절단기, 적외선온도계, 직소기, 양용드라이버",앤드컷팅니퍼,,,,False
각도톱,success,톱,"톱, 도끼, 쇠톱, 원형톱, 직각자, 접톱, 전정톱, 장도리, 테이블톱, 육각렌치, 목공톱, 육각렌치세트, 적외선온도계, 목공용접톱, 왕복톱(레시프로쏘)",접톱,,,,False
각삽,success,모종삽,"모종삽, 직각자, 육각렌치, 육각렌치세트, 전동압착기, 쇠톱, 접톱, 충전드릴, 안전장갑, 전동드릴, 전선릴, 세트, 사다리, 충전해머드릴, 카운터싱크",모종삽,,,,False
각삽(1),success,모종삽,"모종삽, 직각자, 육각렌치, 육각렌치세트, 전동압착기, 쇠톱, 사다리, 접톱, 세트, 충전드릴, 안전장갑, 임팩트드릴, 전선릴, 충전해머드릴, 전동드릴",모종삽,,,,False
갓다,success,사다리,"사다리, 다림추, A형사다리, 다목적가위, 다이스세트, 다이아고날플라이어, 건타카, 줄자, 고지가위, 가스토치, 도끼, 글루스틱, 손타카, 글루건, 타카",타카,,,,False
강력 절단기,success,고속절단기,"고속절단기, 절단석, 강력니퍼, 직소기, 고압세척기, 열풍기, 전동압착기, 케이블컷터, 커터, 검전기, 송풍기, PVC컷터, 수평기, 커터칼, 라돈측정기",고속절단기,,,,False
강력니퍼,success,강력니퍼,"강력니퍼, 니퍼, 콘크리트니퍼, 전자산업용니퍼, 앤드컷팅니퍼, 버니어캘리퍼스, 와이어스트리퍼, 스크레퍼, 임팩트드라이버, 만능렌치, 스패너, 플라이어, 굽은노즈플라이어, 충전임팩트드라이버, 점프케이블",강력니퍼,,,,False
강력절단기,success,고속절단기,"고속절단기, 절단석, 강력니퍼, 직소기, 고압세척기, 열풍기, 전동압착기, 검전기, 송풍기, 케이블컷터, 수평기, 라돈측정기, 커터, PVC컷터, 볼트컷터",고속절단기,,,,False
강력절단기(45cm),success,고속절단기,"고속절단기, 절단석, 강력니퍼, 직소기, 고압세척기, 열풍기, 전동압착기, 검전기, 케이블컷터, 수평기, 라돈측정기, 송풍기, 스프링배관청소기, 커터, PVC컷터",고속절단기,,,45cm,False
강력절단기45CM,success,고속절단기,"고속절단기, 절단석, 강력니퍼, PVC컷터, 직소기, 고압세척기, 열풍기, 검전기, 전동압착기, 케이블컷터, 수평기, 스프링배관청소기, 라돈측정기, 송풍기, 커터칼",고속절단기,,,45CM,False
거리측정기,success,레이저거리측정기,"레이저거리측정기, 라돈측정기, 검전기, 송풍기, 열풍기, 고속절단기, 직소기, 수평기, 정밀드라이버세트, 전동압착기, 전정톱, 고압세척기, 클램프미터, 레이저수평기, 디지털수평기",레이저거리측정기,,,,False
거짓말탐지기,success,디지털수평기,"디지털수평기, 레이저거리측정기, 전지가위, 쇠지렛대, 자전거펌프, 고지가위, 피스제거용비트, 직소기, 검전기, 열풍기, 라돈측정기, 송풍기, 수평기, 전기인두, 전동압착기",검전기,,,,False
건 타카,success,건타카,"건타카, 타카, 손타카, 전동타카, 타카핀, 에어타카, 실리콘건, 에어건, 글루건, 핸드카트, 타일컷터, 카운터싱크, 열화상카메라, 톱, 탭세트",건타카,,,,False
건습식 청소기(집진형),success,스프링배관청소기,"스프링배관청소기, 직소기, 방진마스크, 원형톱, 건타카, 글루건, 고압세척기, 에어건, 송풍기, 열풍기, A형사다리, 실리콘건, 전동압착기, 소켓렌치세트, 라돈측정기",고압세척기,,,,False
건식다리미,success,사다리,"사다리, A형사다리, 실리콘건, 건타카, 다림추, 클램프미터, 에어건, 글루건, 다목적가위, 로터리해머드릴, 장도리, 다이스세트, 와이어스트리퍼, 배터리팩, 다이아고날플라이어",실리콘건,,,,False
건타카,success,건타카,"건타카, 손타카, 타카, 전동타카, 에어타카, 타카핀, 글루건, 실리콘건, 핸드카트, 에어건, 카운터싱크, 타일컷터, 열화상카메라, 줄자, 연마석",건타카,,,,False
