model,input_name,predicted,ground_truth,rag_top1,gt_in_candidates,gt_rank_in_candidates,fallback_used,input_dirty_types,system_failure_type,error_detail_type
exaone3.5:7.8b,기리셋트,기어렌치세트,드릴비트세트,옵셋렌치,False,-1,False,세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,노기스,편구스패너,버니어캘리퍼스,롱노즈플라이어,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,니퍼 (150mm),강력니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,니퍼 6인치,강력니퍼,니퍼,니퍼,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,디월트 DCD709L2,LED작업등,충전드릴,LED작업등,False,-1,True,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,디월트 공구함세트,전동공구세트,공구함세트,공구함세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,디월트 타카,전동타카,건타카,타카,True,4,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,락킹 플라이어,다이아고날플라이어,바이스그립플라이어,플라이어,True,8,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:7.8b,랜턴,렌치,LED손전등,렌치,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,마끼다 해머드릴(유선),로터리해머드릴,해머드릴,해머드릴,True,1,False,브랜드명_혼입 | 동력원_명시 | 오탈자_의심,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,목공용 접톱,접톱,목공용접톱,목공용접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,몽키 10인치,만능렌치,몽키렌치,몽키렌치,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,몽키 12인치,만능렌치,몽키렌치,몽키렌치,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,미니전동드라이버드릴,양용드라이버,전동드라이버,전동드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,밀워키 M12 BID,드릴비트세트,충전임팩트드라이버,몽키렌치,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,바이스플라이어,플라이어세트,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:7.8b,보쉬 열풍기,송풍기,열풍기,열풍기,True,1,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,보쉬 충전 임팩트 드릴/드라이버,충전해머드릴,충전임팩트드라이버,충전임팩트드라이버,True,1,False,브랜드명_혼입 | 동력원_명시 | 세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,보쉬 해머드릴,로터리해머드릴,해머드릴,해머드릴,True,1,False,브랜드명_혼입,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,보쉬멀티기리세트,멀티테스터,드릴비트세트,멀티테스터,False,-1,False,브랜드명_혼입 | 세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,보쉬해머드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,복스세트,육각렌치세트,소켓렌치세트,다이스세트,False,-1,False,세트_복합,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,볼트카타,타카,볼트컷터,볼트컷터,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,빠루,빠루망치,쇠지렛대,빠루망치,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,뺀치,핀펀치,펜치,망치,True,2,False,일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,쇠톱대,원형톱,쇠톱,쇠톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,수평대,레이저수평기,수평기,수평기,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:7.8b,수평대(450mm),디지털수평기,수평기,수평기,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,수평대(디월트),디지털수평기,수평기,수평기,True,1,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,스크류 전동 드라이버,양용드라이버,전동드라이버,전동드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,스킬 함마드릴,임팩트드릴,해머드릴,해머드릴,True,1,False,일본어_잔재,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,스프링청소기,고압세척기,스프링배관청소기,스프링배관청소기,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,아임삭 콤보드릴,전동드릴,충전드릴,임팩트드릴,True,4,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,아임삭충전드릴,전동드릴,충전드릴,충전드릴,True,1,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,자석수평,레이저수평기,수평기,수평기,True,1,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
exaone3.5:7.8b,자전거 펌프,에어펌프,자전거펌프,자전거펌프,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,자전거펌프,에어펌프,자전거펌프,자전거펌프,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,전기드릴,전기인두,전동드릴,전동드릴,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,전기해머드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,전기헤머드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,전동 해머드릴,로터리해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,전동 해머드릴,로터리해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,전동드릴(보쉬 GSR14.4-2),전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,전동일자톱,접톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,전동일자톱,접톱,왕복톱(레시프로쏘),전동타카,False,-1,False,동력원_명시,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,전동해머드릴,로터리해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,전정가위,전정톱,전지가위,전지가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,접이식 톱,원형톱,접톱,접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,조경가위,다목적가위,전지가위,철판가위,True,4,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,집톱,왕복톱(레시프로쏘),접톱,톱,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,첼라,롱노즈플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,첼라,롱노즈플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,첼라,롱노즈플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,첼라 300,롱노즈플라이어,워터펌프플라이어,플라이어,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,충전드라이버,충전드릴,전동드라이버,충전임팩트드라이버,True,4,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,충전송풍기,충전드릴,송풍기,송풍기,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,충전햄머드릴,로터리해머드릴,충전해머드릴,충전해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
exaone3.5:7.8b,콤프레셔,에어펌프,에어컴프레서,에어컴프레서,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,피스제거용비트,드릴비트,피스제거용비트,피스제거용비트,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,함마,해머드릴,망치,연마석,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,함마드릴,로터리해머드릴,해머드릴,해머드릴,True,1,False,일본어_잔재,LLM_유사공구_오선택,드릴_드라이버_계열_혼동
exaone3.5:7.8b,함석가위,고지가위,철판가위,철판가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
exaone3.5:7.8b,헤라 3인치,육각렌치,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
exaone3.5:7.8b,헤라 5인치,육각렌치,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
gemma3:4b,보쉬 pushdrive,충전임팩트드라이버,전동드라이버,보안경,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
gemma3:4b,(36) 유선햄머전동드릴(콘크리트용),전동드릴,해머드릴,콘크리트용드릴비트,True,5,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,(37)드릴날 세트(콘크리트용),콘크리트용드릴비트,콘크리트드릴비트세트,콘크리트용드릴비트,True,2,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,(45)에어펌프(자전거 공기주입기),에어펌프,자전거펌프,자전거펌프,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,12P 3종 기리세트(육각씽크),육각렌치세트,드릴비트세트,육각렌치세트,True,10,True,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
gemma3:4b,13RE,소켓렌치세트,해머드릴,LED투광기,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma3:4b,300mm첼라,앵글그라인더,워터펌프플라이어,플라이어,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma3:4b,4인치 그라인더,샌더,앵글그라인더,앵글그라인더,True,1,False,규격_속성_혼입,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,BOSCH GSB18V-21,LED손전등,충전해머드릴,SDS드릴비트,False,-1,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma3:4b,BOSCH Professional 전동드라이브,충전임팩트드라이버,전동드라이버,전동드라이버,True,1,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,L렌지셋트,옵셋렌치,육각렌치세트,옵셋렌치,True,6,True,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,L렌치 세트,렌치,육각렌치세트,T렌치세트,True,5,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,L렌치세트,렌치,육각렌치세트,T렌치세트,True,7,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,L렌치세트(9pcs),육각렌치,육각렌치세트,T렌치세트,True,7,False,규격_속성_혼입 | 세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,L형 렌치센트,렌치,육각렌치세트,렌치,True,6,False,단순명사형,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,usb 충전식 드라이버,충전임팩트드라이버,전동드라이버,충전임팩트드라이버,True,3,True,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,가정용 미니드릴 Set,드릴비트세트,충전드릴,SDS드릴비트,True,6,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,갓다,고지가위,커터,사다리,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,강력절단기,강력니퍼,볼트컷터,고속절단기,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,강력절단기(45cm),강력니퍼,볼트컷터,고속절단기,False,-1,False,규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma3:4b,겸용드라이버,드라이버,양용드라이버,양용드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,겸용해머드릴(GBH5-38X),충전해머드릴,해머드릴,해머드릴,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,고글,안전장갑,보안경,글루건,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,공구함키트박스(디월트),공구함세트,공구함,공구함,True,1,False,브랜드명_혼입 | 세트_복합,LLM_유사공구_오선택,동일계열_공구_혼동
gemma3:4b,기리세트,기어렌치세트,드릴비트세트,세트,True,9,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma3:4b,기리세트(10p),기어렌치세트,드릴비트세트,세트,True,8,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
gemma3:4b,기리셋트,세트,드릴비트세트,옵셋렌치,False,-1,False,세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma3:4b,나리온 무선 충전 그라인더,충전드릴,앵글그라인더,앵글그라인더,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,노기스,글루스틱,버니어캘리퍼스,롱노즈플라이어,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma3:4b,디스크 그라인더,샌더,앵글그라인더,앵글그라인더,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,디월트 DCD709L2,LED작업등,충전드릴,LED작업등,False,-1,True,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma3:4b,디월트 타카,전동타카,건타카,타카,True,4,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,락킹 플라이어,플라이어,바이스그립플라이어,플라이어,True,8,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
gemma3:4b,랜턴,드라이버,LED손전등,렌치,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,목공용 접톱,접톱,목공용접톱,목공용접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,목공줄,줄자,목공줄,목공줄,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,미니전동드라이버드릴,전동드릴,전동드라이버,전동드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,밀워키 M12 BID,드릴비트,충전임팩트드라이버,몽키렌치,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
gemma3:4b,보쉬 13RE,렌치,해머드릴,보안경,False,-1,False,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma3:4b,보쉬멀티기리세트,공구세트,드릴비트세트,멀티테스터,False,-1,False,브랜드명_혼입 | 세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma3:4b,보쉬해머드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,브랜드명_혼입,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,복스세트,육각렌치세트,소켓렌치세트,다이스세트,False,-1,False,세트_복합,RAG_후보_누락,RAG_검색_실패
gemma3:4b,빠루,빠루망치,쇠지렛대,빠루망치,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma3:4b,뺀찌,볼렌치세트,펜치,핀펀치,True,15,False,단순명사형,LLM_후보내_오선택,세트_단품_혼동
gemma3:4b,손타카,타카,손타카,손타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,손타카,타카,손타카,손타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,수평대(디월트),디지털수평기,수평기,수평기,True,1,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,전기해머드릴,전동드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,전기헤머드릴,전동드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,전동드릴(보쉬 GSR14.4-2),전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,전동일자톱,전동타카,왕복톱(레시프로쏘),전동타카,False,-1,True,동력원_명시,RAG_후보_누락,RAG_검색_실패
gemma3:4b,전동일자톱,전동타카,왕복톱(레시프로쏘),전동타카,False,-1,True,동력원_명시,RAG_후보_누락,RAG_검색_실패
gemma3:4b,전동해머드릴,충전해머드릴,해머드릴,해머드릴,True,1,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma3:4b,전정가위,전정톱,전지가위,전지가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,조경가위,고지가위,전지가위,철판가위,True,4,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,집톱,톱,접톱,톱,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,철기리,철판가위,철공용드릴비트,철판가위,True,3,False,일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma3:4b,철판드릴비트,철판가위,철공용드릴비트,철공용드릴비트,True,1,False,단순명사형,LLM_후보내_오선택,본체_부속품_혼동
gemma3:4b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,첼라,플라이어,워터펌프플라이어,드라이버,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,첼라 300,플라이어,워터펌프플라이어,플라이어,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma3:4b,충전 그라인더,충전드릴,앵글그라인더,앵글그라인더,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,충전드라이버,충전드릴,전동드라이버,충전임팩트드라이버,True,4,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,함마,연마석,망치,연마석,False,-1,True,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma3:4b,함석가위,고지가위,철판가위,철판가위,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma3:4b,헤라 3인치,플라이어,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
gemma3:4b,헤라 5인치,펜치,스크레퍼,앵글그라인더,False,-1,False,규격_속성_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,바이스플라이어,플라이어,바이스그립플라이어,바이스그립플라이어,True,1,False,일본어_잔재 | 오탈자_의심,LLM_유사공구_오선택,동일계열_공구_혼동
gemma4:e2b,보쉬 pushdrive,임팩트드라이버,전동드라이버,보안경,False,-1,False,브랜드명_혼입,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,"전동드릴(무선, 보쉬)",전동드릴,충전드릴,전동드릴,True,3,False,브랜드명_혼입 | 동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,(37)드릴날 세트(콘크리트용),콘크리트용드릴비트,콘크리트드릴비트세트,콘크리트용드릴비트,True,2,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e2b,(40)철기리 세트,공구세트,철공용드릴비트세트,세트,True,3,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,(45)에어펌프(자전거 공기주입기),에어펌프,자전거펌프,자전거펌프,True,1,False,동력원_명시,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,12P 3종 기리세트(육각씽크),육각렌치세트,드릴비트세트,육각렌치세트,True,10,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,13RE,망치,해머드릴,LED투광기,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,300mm첼라,플라이어,워터펌프플라이어,플라이어,False,-1,False,모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,A형 4단 사다리,사다리,A형사다리,A형사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,A형 사다리,사다리,A형사다리,A형사다리,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,A형사다리(1.45M),사다리,A형사다리,A형사다리,True,1,False,규격_속성_혼입 | 모델번호_포함,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,BOSCH GSB18V-21,SDS드릴비트,충전해머드릴,SDS드릴비트,False,-1,True,브랜드명_혼입 | 규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,BOSCH 엑세서리 드릴 세트,공구세트,드릴비트세트,드릴비트세트,True,1,False,브랜드명_혼입 | 세트_복합,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,L렌지세트,T렌치세트,육각렌치세트,T렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L렌지셋트,세트,육각렌치세트,옵셋렌치,True,6,False,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L렌치 세트,T렌치세트,육각렌치세트,T렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L렌치세트,T렌치세트,육각렌치세트,T렌치세트,True,7,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L렌치세트(9pcs),T렌치세트,육각렌치세트,T렌치세트,True,7,True,규격_속성_혼입 | 세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L형 렌치세트,별렌치세트,육각렌치세트,별렌치세트,True,5,True,세트_복합,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,L형 렌치센트,렌치,육각렌치세트,렌치,True,6,False,단순명사형,LLM_후보내_오선택,세트_단품_혼동
gemma4:e2b,usb 충전식 드라이버,충전임팩트드라이버,전동드라이버,충전임팩트드라이버,True,3,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,가정용 미니드릴 Set,드릴비트세트,충전드릴,SDS드릴비트,True,6,False,세트_복합,LLM_후보내_오선택,세트_단품_혼동
gemma4:e2b,가정용 소형 드릴,드릴비트,전동드릴,전동드릴,True,1,False,단순명사형,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,갓다,다목적가위,커터,사다리,False,-1,False,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,강력니퍼,니퍼,강력니퍼,강력니퍼,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,강력절단기,절단석,볼트컷터,고속절단기,True,15,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,강력절단기(45cm),고속절단기,볼트컷터,고속절단기,False,-1,False,규격_속성_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,건타카,타카,건타카,건타카,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,검전드라이버,드라이버,검전기,드라이버,True,3,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,겸용드라이버,드라이버,양용드라이버,양용드라이버,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,고글,글루건,보안경,글루건,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,고무망치,망치,고무망치,고무망치,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,기리세트,공구세트,드릴비트세트,세트,True,9,False,세트_복합 | 일본어_잔재,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,기리세트(10p),공구세트,드릴비트세트,세트,True,8,False,세트_복합 | 일본어_잔재 | 모델번호_포함,LLM_후보내_오선택,본체_부속품_혼동
gemma4:e2b,기리셋트,세트,드릴비트세트,옵셋렌치,False,-1,False,세트_복합 | 일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,나무톱,톱,목공톱,톱,True,3,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,노기스,다이스세트,버니어캘리퍼스,롱노즈플라이어,False,-1,False,일본어_잔재,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,드릴(무선),전동드릴,충전드릴,전동드릴,True,2,False,동력원_명시,LLM_유사공구_오선택,동력원_분류_오류
gemma4:e2b,디월트 DCD709L2,드릴비트,충전드릴,LED작업등,False,-1,False,브랜드명_혼입 | 모델번호_포함,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,디월트 타카,타카,건타카,타카,True,4,False,브랜드명_혼입,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,락킹 플라이어,플라이어,바이스그립플라이어,플라이어,True,8,False,단순명사형,LLM_유사공구_오선택,동일계열_공구_혼동
gemma4:e2b,랜턴,렌치,LED손전등,렌치,False,-1,True,단순명사형,RAG_후보_누락,RAG_검색_실패
gemma4:e2b,망치/함마/장도리,장도리,망치,장도리,True,2,True,세트_복합 | 일본어_잔재,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,매직렌치,렌치,만능렌치,렌치,True,2,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
gemma4:e2b,목공용 접톱,접톱,목공용접톱,목공용접톱,True,1,False,단순명사형,LLM_후보내_오선택,완전_다른_공구_선택
