Input_Name,status,rag_top1,rag_candidates,standard_name,brand,power_source,specification,fallback_used,gt_standard_name,is_correct
유선그라인더,success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 바이스그립플라이어, 앵글그라인더, 스냅링플라이어",앵글그라인더,,유선,,False,,
유선드라이버드릴,success,해머드릴,"해머드릴, 전동드릴, 임팩트드릴, 만능렌치, 빠루망치",전동드릴,,유선,,False,,
유선드릴,success,해머드릴,"해머드릴, 임팩트드릴, 만능렌치, 전동드릴, 빠루망치",전동드릴,,유선,,False,,
유선드릴,success,해머드릴,"해머드릴, 임팩트드릴, 만능렌치, 전동드릴, 빠루망치",전동드릴,,유선,,False,,
유선드릴(대형),success,옵셋렌치,"옵셋렌치, 앤드컷팅니퍼, 충전해머드릴, 라쳇렌치세트, 굽은노즈플라이어",충전해머드릴,,유선,대형,False,,
유선임팩트드릴,success,임팩트드릴,"임팩트드릴, 납볼망치, 만능렌치, 해머드릴, 전지가위",임팩트드릴,,유선,,False,,
유선임팩트드릴(구형),success,SDS드릴비트,"SDS드릴비트, 정밀드라이버세트, 전지가위, 전동공구세트, 전동압착기",SDS드릴비트,,유선,,False,,
유선전기드릴,success,충전드릴,"충전드릴, 전기인두, 배터리팩, 드릴비트, 임팩트드릴",충전드릴,,유선,,False,,
유선전동드릴,success,임팩트드릴,"임팩트드릴, 충전드릴, 전동드릴, 만능렌치, 드릴비트",전동드릴,,유선,,False,전동드릴,True
유선전동드릴,success,임팩트드릴,"임팩트드릴, 충전드릴, 전동드릴, 만능렌치, 드릴비트",전동드릴,,유선,,False,전동드릴,True
유선전동드릴부속품,success,철공용드릴비트,"철공용드릴비트, 목공용드릴비트, 드릴비트세트, 철공용드릴비트세트, 전동공구세트",전동공구세트,,유선,,False,,
유선컷소,success,돌망치,"돌망치, 커터, 만능렌치, 빠루망치, 그립망치",커터,,유선,,False,,
유선컷쏘,success,고무망치,"고무망치, 빠루망치, 커터, 해머드릴, 전동드릴",커터,,유선,,False,,
유선햄머전동드릴,success,해머드릴,"해머드릴, 전동드릴, 타일컷터, 와이어스트리퍼, 만능렌치",전동드릴,,유선,,False,,
유선햄머전동드릴/로터리 해머드릴,success,충전해머드릴,"충전해머드릴, 로터리해머드릴, 해머드릴, 전동드릴, 와이어스트리퍼",로터리해머드릴,,유선,,False,,
"유아용 캠핑의자(여우,토끼,공룡 각 1개씩)",success,왕복톱(레시프로쏘),"왕복톱(레시프로쏘), 원형톱, 그립망치, 목공톱, 목공줄",왕복톱(레시프로쏘),,,,True,,
육각 드라이버 세트,success,드라이버세트,"드라이버세트, 정밀드라이버세트, T핸드드라이버, 드라이버, 전동공구세트",드라이버세트,,,,False,,
육각 렌치,success,직각자,"직각자, 육각렌치, 만능렌치, 돌망치, 납볼망치",육각렌치,,,,False,,
육각 롱볼렌치센트(접이식),success,편구스패너,"편구스패너, 소켓렌치세트, 라쳇렌치세트, 볼렌치세트, 육각렌치",육각렌치,,,"접이식, 롱볼렌치",False,,
육각 볼렌치,success,편구스패너,"편구스패너, 타일컷터, 와이어스트리퍼, 전선릴, 볼렌치세트",볼렌치세트,,,,False,,
육각(볼)렌치,success,만능렌치,"만능렌치, 육각렌치, 빠루망치, 목공줄, 그립망치",육각렌치,,,,False,,
육각드릴세트,success,드릴비트세트,"드릴비트세트, 목공용드릴비트, 공구세트, 공구함세트, 철공용드릴비트",드릴비트세트,,,,False,,
육각렌지,success,육각렌치,"육각렌치, 장도리, 편구스패너, 타일컷터, 모종삽",육각렌치,,,,False,,
육각렌찌,success,육각렌치,"육각렌치, 모종삽, 직각자, 글루스틱, 소켓렌치세트",육각렌치,,,,False,,
육각렌츠세트,success,육각렌치세트,"육각렌치세트, 기어렌치세트, T렌치세트, 소켓렌치세트, 스패너세트",육각렌치세트,,,,False,,
육각렌치,success,육각렌치,"육각렌치, 장도리, 납볼망치, 전지가위, 직각자",육각렌치,,,,False,육각렌치,True
육각렌치 1개,success,육각렌치,"육각렌치, 기어렌치세트, 스패너세트, 직각자, 소켓렌치세트",육각렌치,,,,False,,
육각렌치 8세트,success,기어렌치세트,"기어렌치세트, 육각렌치세트, 소켓렌치세트, T렌치세트, 전동공구세트",육각렌치세트,,,,False,,
육각렌치 세트,success,육각렌치세트,"육각렌치세트, 기어렌치세트, T렌치세트, 공구함세트, 전동공구세트",육각렌치세트,,,,False,,
육각렌치(대),success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 바이스그립플라이어, 앵글그라인더, 옵셋렌치",옵셋렌치,,,대,False,,
육각렌치(별렌치 포함),success,육각렌치,"육각렌치, 육각렌치세트, 기어렌치세트, 스패너세트, T렌치세트",육각렌치,,,,False,,
육각렌치(소) 1개,success,기어렌치세트,"기어렌치세트, 스패너세트, 육각렌치, 소켓렌치세트, T렌치세트",육각렌치,,,소,False,,
육각렌치Set(15EA) 1개,success,육각렌치세트,"육각렌치세트, 기어렌치세트, 전동공구세트, T렌치세트, 조합렌치세트",육각렌치세트,,,15개 단위,False,,
육각렌치링,success,육각렌치,"육각렌치, 육각렌치세트, 전지가위, 기어렌치세트, 수평기",육각렌치,,,,False,,
육각렌치세트,success,육각렌치세트,"육각렌치세트, 기어렌치세트, T렌치세트, 전동공구세트, 공구세트",육각렌치세트,,,,False,육각렌치세트,True
육각렌치세트(BHW-9),success,전동공구세트,"전동공구세트, 육각렌치세트, 기어렌치세트, 정밀드라이버세트, 소켓렌치세트",육각렌치세트,BHW,,,False,,
육각렌치세트(스텐리),success,육각렌치세트,"육각렌치세트, 기어렌치세트, T렌치세트, 소켓렌치세트, 스패너세트",육각렌치세트,스텐리,,,False,,
육각렌치셋트,success,소켓렌치세트,"소켓렌치세트, 육각렌치, 스패너세트, 기어렌치세트, T렌치세트",육각렌치,,,,False,,
육각링렌치세트,success,기어렌치세트,"기어렌치세트, 육각렌치세트, T렌치세트, 소켓렌치세트, 스패너세트",육각렌치세트,,,,False,,
육각복수세트,success,육각렌치세트,"육각렌치세트, 공구함세트, 공구세트, 기어렌치세트, T렌치세트",육각렌치세트,,,,False,,
육각볼,success,전동압착기,"전동압착기, 송풍기, 스패너, 손타카, 석고대패",전동압착기,,,,True,,
육각볼렌치,success,편구스패너,"편구스패너, 타일컷터, 와이어스트리퍼, 전선릴, 볼렌치세트",볼렌치세트,,,,False,,
육각비트세트,success,육각렌치세트,"육각렌치세트, 공구함세트, 기어렌치세트, T렌치세트, 공구세트",육각렌치세트,,,,False,,
육각접랜치,success,육각렌치,"육각렌치, 육각렌치세트, 직각자, 기어렌치세트, T렌치세트",육각렌치,,,,False,,
육모렌치,success,장도리,"장도리, 돌망치, 빠루망치, 육각렌치, 납볼망치",육각렌치,,,,False,,
윤활방청제,success,전지가위,"전지가위, 전동타카, 납볼망치, 장도리, 돌망치",전지가위,,,,True,,
윤활방향제,success,만능렌치,"만능렌치, 빠루망치, 편구스패너, 납볼망치, 타일컷터",만능렌치,,,,True,,
윤활유,success,플라이어렌치,"플라이어렌치, 옵셋렌치, 전동드라이버, 플라이어, 굽은노즈플라이어",플라이어렌치,,,,True,,
읛찌,success,렌치,"렌치, 플라이어, 핀펀치, 고무망치, 스크레퍼",렌치,,,,True,,
읛치,success,망치,"망치, 렌치, 고무망치, 에어건, 스크레퍼",망치,,,,True,,
이단전지가위,success,전지가위,"전지가위, 전동공구세트, 전동압착기, 납볼망치, 만능렌치",전지가위,,,,False,,
이동식 앰프,success,에어타카,"에어타카, 전지가위, 전자산업용니퍼, 에어컴프레서, SDS드릴비트",에어타카,,,,True,,
이동식 조명등,success,LED손전등,"LED손전등, LED투광기, LED작업등, 라돈측정기, 전기인두",LED작업등,,,,False,,
이동식 충전 앰프,success,충전임팩트드라이버,"충전임팩트드라이버, 충전드릴, 배터리팩, 전기인두, 전자산업용니퍼",충전임팩트드라이버,,충전식(무선),,False,,
이동형 공구함용 공구세트(육각렌치 세트),success,공구함세트,"공구함세트, 전동공구세트, 공구세트, 정밀드라이버세트, 육각렌치세트",공구세트,,,,False,,
이동형 배경시스템,success,육각렌치세트,"육각렌치세트, 전동공구세트, 전동압착기, 정밀드라이버세트, 기어렌치세트",육각렌치세트,,,,True,,
이발기,success,모종삽,"모종삽, 절단석, 목공줄, 스패너, 돌망치",모종삽,,,,True,,
이중사다리,success,A형사다리,"A형사다리, 사다리, 수평기, 다림추, 만능렌치",사다리,,,,False,,
이중실린더펌프(대) 1개,success,드릴비트세트,"드릴비트세트, 목공용드릴비트, 고속절단기, 드릴비트, 전동공구세트",드릴비트세트,,,,True,,
이지스트리퍼,success,전동드라이버,"전동드라이버, 옵셋렌치, 굽은노즈플라이어, 전선릴, 플라이어렌치",전선릴,,,,False,,
인그레이버,success,전선릴,"전선릴, 와이어스트리퍼, 앤드컷팅니퍼, 전동드라이버, 스크레퍼",앤드컷팅니퍼,,,,False,,
인두,success,장도리,"장도리, 타카, 에어건, 건타카, 돌망치",장도리,,,,True,,
인두기,success,장도리,"장도리, 에어건, 돌망치, 전동타카, 고무망치",장도리,,,,True,전기인두,False
인두기(납땜기),success,드릴비트세트,"드릴비트세트, 스패너세트, 공구세트, 목공줄, 소켓렌치세트",드릴비트세트,,,,False,,
인두기(엑소),success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 전선릴, 플라이어렌치, 라쳇렌치세트",옵셋렌치,,,,False,,
"인두보조제, 납",success,석고대패,"석고대패, 드릴비트세트, 납볼망치, 목공줄, 절단석",납볼망치,,,,False,,
"인두보조제,납",success,목공줄,"목공줄, 석고대패, 납볼망치, 드릴비트세트, 전지가위",납볼망치,,,,False,,
인두용실납,success,전지가위,"전지가위, 납볼망치, 직소기, 돌망치, 고지가위",납볼망치,,,,False,,
인파이프 렌치,success,파이프렌치,"파이프렌치, 볼트컷터, 드릴비트세트, 드릴비트, 철판가위",파이프렌치,,,,False,,
일반 드릴,success,드릴비트,"드릴비트, 드릴비트세트, 공구세트, 목공줄, 전지가위",드릴비트,,,,False,,
일반 전선릴,success,전선릴,"전선릴, 와이어스트리퍼, 편구스패너, 전동드릴, 타일컷터",전선릴,,,,False,,
일반 전선릴(30m),success,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 전동압착기, 충전드릴",클램프미터,,,"일반 전선릴, 길이 30m",True,,
일반공구세트,success,전동공구세트,"전동공구세트, 공구함세트, 공구세트, 기어렌치세트, 육각렌치세트",공구세트,,,,False,,
일반용공구세트,success,공구함세트,"공구함세트, 전동공구세트, 공구세트, 기어렌치세트, 육각렌치세트",공구세트,,,,False,,
일반톱,success,원형톱,"원형톱, 쇠톱, 돌망치, 목공줄, 전지가위",원형톱,,,,False,,
일자 드라이버,success,드라이버,"드라이버, 드라이버세트, 양용드라이버, 전동드릴, 전동드라이버",드라이버,,,,False,,
일자/십자 드라이버,success,드라이버세트,"드라이버세트, 로터리해머드릴, 양용드라이버, 편구스패너, 전동드릴",양용드라이버,,,,False,,
일자가위,success,전지가위,"전지가위, 목공줄, 납볼망치, 손타카, 직각자",전지가위,,,,False,,
일자겸용 충전드릴,success,충전드릴,"충전드릴, 임팩트드릴, 만능렌치, 고속절단기, 전지가위",충전드릴,,충전식,,False,충전드릴,True
일자겸용충전드릴,success,해머드릴,"해머드릴, 만능렌치, 임팩트드릴, 빠루망치, 목공줄",임팩트드릴,,충전식,,False,,
일자경용 충전드릴,success,충전드릴,"충전드릴, 충전임팩트드라이버, 고속절단기, 충전해머드릴, 임팩트드릴",충전드릴,,충전식(무선),,False,충전드릴,True
일자드라이버,success,양용드라이버,"양용드라이버, 편구스패너, 전동드릴, 와이어스트리퍼, 전동드라이버",전동드라이버,,,,False,,
일자드라이버(대),success,냉동라쳇렌치,"냉동라쳇렌치, 앤드컷팅니퍼, 다이아고날플라이어, 전동드라이버, 옵셋렌치",전동드라이버,,,대,False,,
일자드라이버(중),success,드라이버세트,"드라이버세트, T핸드드라이버, 드라이버, 정밀드라이버세트, 핸드카트",드라이버,,,,False,,
일자십자겸용드라이버,success,편구스패너,"편구스패너, 만능렌치, 전지가위, 소켓렌치세트, 스패너세트",만능렌치,,,,False,,
일자톱,success,원형톱,"원형톱, 쇠톱, 목공줄, 절단석, 접톱",쇠톱,,,,False,,
임팩 드라이버드릴,success,충전해머드릴,"충전해머드릴, 로터리해머드릴, 전동드릴, 와이어스트리퍼, 해머드릴",전동드릴,,,,False,,
임팩 드릴드라이버,success,충전해머드릴,"충전해머드릴, 전동드라이버, 전동드릴, 양용드라이버, 편구스패너",전동드릴,,,,False,,
임팩 렌치,success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 앤드컷팅니퍼, 바이스그립플라이어, 옵셋렌치",옵셋렌치,,,,False,,
임팩드라이버,success,양용드라이버,"양용드라이버, 편구스패너, 와이어스트리퍼, 전동드릴, 타일컷터",양용드라이버,,,,False,,
임팩드릴,success,전동드릴,"전동드릴, 전선릴, 해머드릴, 와이어스트리퍼, 고무망치",전동드릴,,,,False,,
임팩드릴비트세트,success,전동공구세트,"전동공구세트, 기어렌치세트, 공구세트, 드릴비트세트, 소켓렌치세트",드릴비트세트,,,,False,,
임팩소켓 세트,success,소켓렌치세트,"소켓렌치세트, 기어렌치세트, 전동공구세트, T렌치세트, 스패너세트",소켓렌치세트,,,,False,,
임팩용 철기리 콘크리트기리,success,콘크리트용드릴비트,"콘크리트용드릴비트, 콘크리트드릴비트세트, 철공용드릴비트, 콘크리트니퍼, 철공용드릴비트세트",콘크리트드릴비트세트,,,,False,,
임팩전동드릴,success,전동드릴,"전동드릴, 임팩트드릴, 해머드릴, 만능렌치, 타일컷터",임팩트드릴,,,,False,,
임팩전동드릴(10),success,소켓렌치세트,"소켓렌치세트, 볼렌치세트, 와이어스트리퍼, 편구스패너, 타일컷터",소켓렌치세트,,전동,10,False,,
임팩트 드릴,success,임팩트드릴,"임팩트드릴, 납볼망치, 그립망치, 만능렌치, 빠루망치",임팩트드릴,,,,False,,
"임팩트(해머) 드릴(유선,보쉬)",success,임팩트드릴,"임팩트드릴, 만능렌치, 그립망치, 빠루망치, 납볼망치",임팩트드릴,BOSCH,유선,,False,,
임팩트드라이버,success,임팩트드라이버,"임팩트드라이버, 임팩트드릴, 직각자, 납볼망치, 그립망치",임팩트드라이버,,,,False,임팩트드라이버,True
임팩트드라이버 콤보세트,success,임팩트드라이버,"임팩트드라이버, 소켓렌치세트, 전동공구세트, 기어렌치세트, 임팩트드릴",임팩트드릴,,,,False,,
임팩트드릴,success,임팩트드릴,"임팩트드릴, 납볼망치, 그립망치, 빠루망치, 만능렌치",임팩트드릴,,,,False,,
임팩트드릴(무선),success,전동압착기,"전동압착기, 임팩트드릴, 석고대패, 전동공구세트, 드릴비트세트",임팩트드릴,,충전식,,False,,
임팩트비트소켓세트,success,전동공구세트,"전동공구세트, 기어렌치세트, 공구함세트, 공구세트, T렌치세트",공구세트,,,,False,,
임팩트전동드릴,success,임팩트드릴,"임팩트드릴, 전동공구세트, 임팩트드라이버, 전동압착기, 전지가위",임팩트드릴,,,,False,,
임펙충전드릴(1개),success,전동공구세트,"전동공구세트, 고속절단기, 기어렌치세트, 소켓렌치세트, 정밀드라이버세트",정밀드라이버세트,,배터리,,False,,
임펙트드릴(무선),success,전동공구세트,"전동공구세트, 고속절단기, 전동압착기, 정밀드라이버세트, 목공용드릴비트",정밀드라이버세트,,충전식,,False,,
임펙트드릴(유선),success,전동공구세트,"전동공구세트, 라돈측정기, 고속절단기, 정밀드라이버세트, 클램프미터",정밀드라이버세트,,유선,,False,,
임펙트클러치 2개,success,전동공구세트,"전동공구세트, 스패너세트, 만능렌치, 소켓렌치세트, 기어렌치세트",전동공구세트,,유선,,False,,
자/측정공구,success,납볼망치,"납볼망치, 전지가위, 직각자, 만능렌치, 임팩트드릴",직각자,,,,False,,
자동센터펀치,success,센터펀치,"센터펀치, 전동압착기, 전지가위, 전동공구세트, 보안경",센터펀치,,,,False,,
자동스트리퍼,success,전동드릴,"전동드릴, 편구스패너, 타일컷터, 와이어스트리퍼, 전선릴",와이어스트리퍼,,,,False,,
자동스트립퍼 1개,success,전동공구세트,"전동공구세트, 소켓렌치세트, 스패너세트, 만능렌치, 임팩트드릴",전동공구세트,,,,False,,
자동스패너(大),success,옵셋렌치,"옵셋렌치, 굽은노즈플라이어, 플라이어렌치, 전동드라이버, 스냅링플라이어",옵셋렌치,,,대,False,,
자동스패너(小),success,굽은노즈플라이어,"굽은노즈플라이어, 전동드라이버, 플라이어렌치, 옵셋렌치, 편구스패너",플라이어렌치,,,작은 크기,False,,
자동차 점프스타터,success,드라이버세트,"드라이버세트, 드라이버, 정밀드라이버세트, 고속절단기, T핸드드라이버",드라이버세트,,배터리,,True,,
자동차용 공구,success,드라이버세트,"드라이버세트, 전동공구세트, 공구세트, 정밀드라이버세트, 전동압착기",전동공구세트,,,,False,,
자동차용 공구세트,success,정밀드라이버세트,"정밀드라이버세트, 전동공구세트, 공구세트, 공구함세트, 드라이버세트",공구세트,,,,False,,
자동차점프선,success,드라이버세트,"드라이버세트, 전지가위, 핸드카트, 정밀드라이버세트, 철판가위",드라이버세트,,,,True,,
자동차정비용 공구세트,success,정밀드라이버세트,"정밀드라이버세트, 드라이버세트, 전동공구세트, 공구함세트, 공구세트",공구세트,,,,False,,
자동토치,success,전동압착기,"전동압착기, 그립망치, 직각자, 만능렌치, 임팩트드릴",임팩트드릴,,,,False,,
자물쇠절단기,success,목공용드릴비트,"목공용드릴비트, 목공줄, 고속절단기, 공구세트, 드릴비트세트",고속절단기,,,,False,,
자석 수평자,success,만능렌치,"만능렌치, 직각자, 빠루망치, 그립망치, 납볼망치",직각자,,,,False,,
자석밴드,success,송풍기,"송풍기, 강력니퍼, 전동타카, 줄자, 양용드라이버",강력니퍼,,,,False,,
자석수평,success,납볼망치,"납볼망치, 그립망치, 돌망치, 전지가위, 손타카",납볼망치,,,,True,수평기,False
자석수평-450MM,success,클램프미터,"클램프미터, 철공용드릴비트, 철공용드릴비트세트, 고속절단기, 라돈측정기",클램프미터,,,450MM,False,,
자석수평계,success,전지가위,"전지가위, 납볼망치, 수평기, 직각자, 전동압착기",수평기,,,,False,,
자석줄자,success,전선릴,"전선릴, 전동드릴, 편구스패너, 와이어스트리퍼, 해머드릴",전동드릴,,,,False,,
자야 공구세트,success,만능렌치,"만능렌치, 편구스패너, 해머드릴, 전동드릴, 스패너세트",만능렌치,자야,,,True,,
자야 해머충전드릴,success,해머드릴,"해머드릴, 전동드릴, 임팩트드릴, 만능렌치, 고무망치",임팩트드릴,자야,충전식,,False,,
자야공구세트,success,전동공구세트,"전동공구세트, 기어렌치세트, 공구세트, 스패너세트, T렌치세트",공구세트,자야(JAYA),,,False,,
자전거 공구세트,success,자전거펌프,"자전거펌프, 정밀드라이버세트, T핸드드라이버, 공구세트, 공구함세트",자전거펌프,,,,False,,
자전거 공구세트(몇 개 파트 분실-사진 참고),success,정밀드라이버세트,"정밀드라이버세트, 육각렌치세트, 공구함세트, 전동공구세트, 공구세트",공구세트,,,,False,,
자전거 공기주입기,success,자전거펌프,"자전거펌프, T핸드드라이버, 고속절단기, 정밀드라이버세트, 전동공구세트",자전거펌프,,,,False,,
자전거 관리공구세트,success,자전거펌프,"자전거펌프, 정밀드라이버세트, T핸드드라이버, 공구함세트, 드라이버세트",자전거펌프,,,,False,,
자전거 쌍발펌프(공기주입),success,자전거펌프,"자전거펌프, 철공용드릴비트, 에어펌프, 목공용드릴비트, 고속절단기",자전거펌프,,,,False,,
자전거 에어 펌프,success,자전거펌프,"자전거펌프, 에어펌프, 철공용드릴비트, 철판가위, 정밀드라이버세트",자전거펌프,,,,False,,
자전거 점프,success,점프케이블,"점프케이블, 자전거펌프, 다림추, 수평기, T핸드드라이버",점프케이블,,,,False,,
자전거 정비용 공구세트,success,자전거펌프,"자전거펌프, 정밀드라이버세트, 공구함세트, 육각렌치세트, 철공용드릴비트세트",자전거펌프,,,,False,,
자전거 펌프,success,자전거펌프,"자전거펌프, 에어펌프, 철공용드릴비트, 철판가위, 정밀드라이버세트",자전거펌프,,,,False,자전거펌프,True
자전거공구,success,자전거펌프,"자전거펌프, T핸드드라이버, 핸드카트, 다림추, 정밀드라이버세트",자전거펌프,,,,False,,
자전거공구세트,success,자전거펌프,"자전거펌프, 정밀드라이버세트, T핸드드라이버, 육각렌치세트, 핸드카트",자전거펌프,,,,False,,
자전거공기주입기,success,T핸드드라이버,"T핸드드라이버, 고속절단기, 전동공구세트, 정밀드라이버세트, 공구세트",공구세트,,,,False,,
자전거공기펌프,success,자전거펌프,"자전거펌프, 에어펌프, 철공용드릴비트, 목공용드릴비트, T핸드드라이버",자전거펌프,,,,False,,
자전거관리 공구세트,success,자전거펌프,"자전거펌프, 정밀드라이버세트, T핸드드라이버, 공구함세트, 육각렌치세트",자전거펌프,,,,False,,
자전거관리공구세트,success,자전거펌프,"자전거펌프, 정밀드라이버세트, T핸드드라이버, 육각렌치세트, 공구함세트",자전거펌프,,,,False,,
자전거펌프,success,자전거펌프,"자전거펌프, 에어펌프, T핸드드라이버, 정밀드라이버세트, 철공용드릴비트",자전거펌프,,,,False,자전거펌프,True
작업대 3개,success,공구세트,"공구세트, 전동공구세트, 스패너세트, 기어렌치세트, 소켓렌치세트",공구세트,,,,True,,
작업등,success,전지가위,"전지가위, 납볼망치, 만능렌치, 장도리, 빠루망치",전지가위,,,,True,,
작업등(충전),success,전지가위,"전지가위, 납볼망치, 공구세트, 전동압착기, 목공줄",전동압착기,,충전식,,False,,
작업렌턴,success,카운터싱크,"카운터싱크, 납볼망치, 커터, 전지가위, 빠루망치",카운터싱크,,,,True,,
작업선,success,전지가위,"전지가위, 공구세트, 손타카, 전동압착기, 목공줄",전지가위,,,,True,,
작업연장선 28m,success,클램프미터,"클램프미터, 철공용드릴비트, 철판가위, 고속절단기, 철공용드릴비트세트",클램프미터,,,,True,,
작업용LED,success,공구함세트,"공구함세트, 공구세트, 직소기, 전동압착기, 정밀드라이버세트",공구함세트,,,,True,,
작은 사다리(2단/3단),success,A형사다리,"A형사다리, 사다리, 다림추, 철판가위, 육각렌치세트",사다리,,,"작은 사다리, 2단 또는 3단",False,,
작은 줄자,success,드릴비트,"드릴비트, 목공줄, 절단석, 줄자, 손타카",줄자,,,,False,,
작은톱,success,원형톱,"원형톱, 쇠톱, 접톱, 절단석, 손타카",접톱,,,,False,,
잡톱(대) 1개,success,편구스패너,"편구스패너, 쇠지렛대, 타일컷터, 전선릴, 스크레퍼",스크레퍼,,,대,False,,
장갑 1타스,success,안전장갑,"안전장갑, 공구세트, 드릴비트세트, 전동공구세트, 드릴비트",안전장갑,,,,False,,
장대 감따개,success,절단석,"절단석, 목공줄, 그립망치, 빠루망치, 만능렌치",목공줄,,,,False,,
장도리,success,장도리,"장도리, 돌망치, 빠루망치, 납볼망치, 다이스세트",장도리,,,,False,장도리,True
장도리 450g,success,클램프미터,"클램프미터, 고속절단기, 전동공구세트, 정밀드라이버세트, 공구세트",공구세트,,,,False,,
장도리(망치),success,그립망치,"그립망치, 빠루망치, 만능렌치, 납볼망치, 돌망치",돌망치,,,,False,,
장도리망치,success,납볼망치,"납볼망치, 돌망치, 그립망치, 빠루망치, 직각자",납볼망치,,,,False,,
장바구니,success,전선릴,"전선릴, 전동타카, 렌치, 고무망치, 플라이어",전선릴,,,,True,,
장바구니 캐리어,success,냉동라쳇렌치,"냉동라쳇렌치, 다이아고날플라이어, 옵셋렌치, 스냅링플라이어, 앵글그라인더",냉동라쳇렌치,,,,True,,
저소음컴프레셔(1마력),success,충전해머드릴,"충전해머드릴, 전선릴, 편구스패너, 만능렌치, 쇠지렛대",충전해머드릴,,,,True,,
저울,success,전선릴,"전선릴, 커터, 고무망치, 장도리, 전동드릴",전선릴,,,,True,,
저주파 마사지기,success,와이어스트리퍼,"와이어스트리퍼, 전선릴, 편구스패너, 타일컷터, 쇠지렛대",와이어스트리퍼,,,,True,,
적외선 온도 측정기,success,적외선온도계,"적외선온도계, 라돈측정기, 클램프미터, 고속절단기, 육각렌치세트",적외선온도계,,,,False,,
적외선 온도계,success,적외선온도계,"적외선온도계, 라돈측정기, 고속절단기, 별렌치세트, 직소기",적외선온도계,,,,False,,
적외선 온도계,success,적외선온도계,"적외선온도계, 라돈측정기, 고속절단기, 별렌치세트, 직소기",적외선온도계,,,,False,,
적외선 체온계,success,적외선온도계,"적외선온도계, 라돈측정기, 고속절단기, 별렌치세트, 육각렌치세트",적외선온도계,,,,False,,
전공 드라이버,success,드라이버세트,"드라이버세트, 양용드라이버, 드라이버, 전동드라이버, 충전해머드릴",드라이버,,,,False,,
전공드라이버,success,양용드라이버,"양용드라이버, 편구스패너, 와이어스트리퍼, 스크레퍼, 전동드라이버",전동드라이버,,,,False,,
전공드라이버 4개,success,전동공구세트,"전동공구세트, 공구세트, 정밀드라이버세트, 기어렌치세트, 스패너세트",정밀드라이버세트,,,,False,,
"전공드라이버(+,-)",success,전동공구세트,"전동공구세트, 정밀드라이버세트, 스패너세트, 전동압착기, 소켓렌치세트",정밀드라이버세트,,,,False,,
전공드라이버(롱),success,고속절단기,"고속절단기, 정밀드라이버세트, 전동압착기, 전동공구세트, 전지가위",정밀드라이버세트,,,,False,,
전공드라이버(숏),success,전동공구세트,"전동공구세트, 스패너세트, 정밀드라이버세트, 공구세트, 수평기",정밀드라이버세트,,,,False,,
전공양용 드라이버,success,드라이버세트,"드라이버세트, 드라이버, T핸드드라이버, 정밀드라이버세트, 안전로프",드라이버,,,,False,,
전공양용드라이버,success,드라이버세트,"드라이버세트, 전동공구세트, 정밀드라이버세트, 전동압착기, T핸드드라이버",정밀드라이버세트,,,,False,,
전공절연드라이버,success,타일컷터,"타일컷터, 편구스패너, 양용드라이버, 와이어스트리퍼, 끌세트",양용드라이버,,,,False,,
전기 그라인더,success,충전해머드릴,"충전해머드릴, 전동드라이버, 굽은노즈플라이어, 라쳇렌치세트, 옵셋렌치",충전해머드릴,,,,True,,
전기 납땜인두기,success,충전해머드릴,"충전해머드릴, 타일컷터, 쇠지렛대, 편구스패너, 와이어스트리퍼",충전해머드릴,,충전식,,False,,
전기 드라이버,success,전기인두,"전기인두, 충전임팩트드라이버, 드라이버세트, 드라이버, 배터리팩",드라이버,,,,False,,
전기 리드선,success,전기인두,"전기인두, 충전임팩트드라이버, 철공용드릴비트, 케이블컷터, 충전드릴",전기인두,,,,False,,
전기 릴선,success,전기인두,"전기인두, 전동공구세트, 전동압착기, 충전드릴, 고속절단기",전동공구세트,,,,False,,
전기 샌더,success,전기인두,"전기인두, 충전드릴, 충전임팩트드라이버, 철공용드릴비트, 고속절단기",고속절단기,,,,False,,
전기 인두,success,전기인두,"전기인두, 충전드릴, 충전임팩트드라이버, 전동압착기, 고속절단기",전기인두,,,,False,,
전기 인두기,success,전기인두,"전기인두, 충전드릴, 충전임팩트드라이버, 고속절단기, 전동압착기",전기인두,,,,False,,
전기 인두기 세트,success,전기인두,"전기인두, 철공용드릴비트, 충전임팩트드라이버, 철공용드릴비트세트, 목공용드릴비트",철공용드릴비트세트,,,,False,,
전기 체인톱,success,전기인두,"전기인두, 케이블컷터, 철공용드릴비트, 충전임팩트드라이버, 목공용드릴비트",케이블컷터,,,,False,,
전기 타카,success,전기인두,"전기인두, 충전임팩트드라이버, 철공용드릴비트, 전자산업용니퍼, 배터리팩",전기인두,,,,False,,
전기 테스터기,success,전기인두,"전기인두, 충전임팩트드라이버, 배터리팩, 철공용드릴비트, 전자산업용니퍼",전자산업용니퍼,,,,False,,
전기 해머드릴(16MM),success,철공용드릴비트,"철공용드릴비트, 전기인두, 충전임팩트드라이버, 클램프미터, 목공용드릴비트",충전임팩트드라이버,,배터리,16MM,False,,
