"구분자(PK)","공구 대분류 코드","공구 대분류","공구 중분류 코드","공구 중분류","공구 이름","공구 모델","과금기준","요금","요금(과금기준 + 요금)","수량","장소 PK","대여장소명","상세주소","위치(위도,경도)","위도","경도","웹사이트주소","전화번호","평일오픈시간","평일클로즈시간","토요일오픈시간","토요일클로즈시간","일요일오픈시간","일요일클로즈시간","공휴일오픈시간","공휴일클로즈시간","생성일시"
"4295","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","271","방이2동 주민센터","서울특별시 송파구 올림픽로 34길, 5-13","37.5164354,127.1113002","37.5164354","127.1113002","","02-2147-4210","0900","1800","","","","","","","20180123173300"
"4655","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","280","문정1동 주민센터","서울특별시 송파구 동남로 116","37.49007,127.12418","37.49007","127.12418","","02-2147-4510","0900","1800","","","","","","","20180123173300"
"4575","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","278","가락본동 주민센터","서울특별시 송파구 가락동 77-3","37.49559,127.12177","37.49559","127.12177","","02-2147-4420","0900","1800","","","","","","","20180123173300"
"4135","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","267","거여2동 주민센터","서울특별시 송파구 거마로2길 19","37.49355,127.14680","37.49355","127.14680","","02-2147-4090","0900","1700","","","","","","","20180123173300"
"4495","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","0","276","석촌동 주민센터","서울특별시 송파구 백제고분로37길 16","37.503592,127.1037","37.503592","127.1037","","02-2147-4360","0900","1800","","","","","","","20180123173300"
"4695","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","281","문정2동 주민센터","서울특별시 송파구 중대로 16","37.48989,127.11091","37.48989","127.11091","","02-2147-4540","0900","1800","","","","","","","20180123173300"
"4335","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","272","오륜동 주민센터","서울특별시 송파구 양재대로1232","37.515425,127.1343","37.515425","127.1343","","02-2147-4240","0900","1800","","","","","","","20180123173300"
"4815","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","284","잠실2동 주민센터","서울특별시 송파구 올림픽로 159","37.51190,127.08854","37.51190","127.08854","","02-2147-4630","0900","1800","","","","","","","20180123173300"
"4175","1","일반공구","9","커터/절단공구","볼트컷터","","1일","0","무료","1","268","마천1동 주민센터","서울특별시 송파구 마천로 303","37.49600,127.14995","37.49600","127.14995","","02-2147-4120","0900","1700","","","","","","","20180123173300"
"17370","1","일반공구","9","커터/절단공구","볼트컷터 연질용","","1회","0","무료","1","454","불광1동 공구대여소","서울특별시 은평구 불광동 613-1","37.61036,126.93208","37.61036","126.93208","","02-351-5033 ","0900","1800","","","","","","","20250727161159"
"8440","1","일반공구","9","커터/절단공구","볼트컷트","","1회","0","무료","1","78","중곡4동 생활공구대여소","서울특별시 광진구 중곡동 62-24","37.559041,127.0893589","37.559041","127.0893589","","02-450-5135","0900","1800","","","","","","","20180202133000"
"17298","1","일반공구","9","커터/절단공구","볼트클리퍼","","1회","0","무료","1","95","구로5동 공구대여소","서울 구로구 구로중앙로28길 66","37.500076,126.8871354","37.500076","126.8871354","","02-2620-7619","0900","1800","","","","","","","20250704133440"
"17077","1","일반공구","9","커터/절단공구","분재가위","","1회","0","무료","3","504","중림종합사회복지관","서울특별시 중구 중림동 156-176","37.5595228,126.9662513","37.5595228","126.9662513","","02-362-3348","0900","2000","0930","1500","","","","","20241204152114"
"13709","1","일반공구","9","커터/절단공구","손도끼","","1회","0","무료","1","13205","상봉1동 공유대여은행","서울특별시 중랑구 상봉동 204-1","37.5998799,127.0872004","37.5998799","127.0872004","","02-2094-6254","0900","1800","","","","","","","20220617145946"
"6723","1","일반공구","9","커터/절단공구","손도끼","","1일","0","무료","1","233","홍제태영으뜸아파트 공구도서관","서울특별시 서대문구 세검정로3길 63","37.59379,126.94681","37.59379","126.94681","","02-395-6548","0900","1800","","","","","","","20180123173300"
"15998","1","일반공구","9","커터/절단공구","손타카","","1회","0","무료","1","13364","역삼2동 주민센터","서울특별시 강남구 역삼동 761-26","37.4959674,127.0468034","37.4959674","127.0468034","","02-3423-7353","0900","1800","","","","","","","20230818171906"
"11676","1","일반공구","9","커터/절단공구","손타카(침포함)","","1회","0","무료","2","13062","홍제1동주민센터 공구대여소","서울특별시 서대문구 홍제동 173-9","37.5876932,126.9448708","37.5876932","126.9448708","","02-330-8290","0900","1800","","","","","","","20201127111656"
"10340","1","일반공구","9","커터/절단공구","쇠톱(대)","","1회","0","무료","2","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20201123114848"
"9544","1","일반공구","9","커터/절단공구","쇠톱날","","1회","0","무료","2","13013","일원1동 주민센터","서울특별시 강남구 일원동 712-3","37.4918388,127.0879628","37.4918388","127.0879628","","02-3423-8370","0900","1800","","","","","","","20181122110132"
"17166","1","일반공구","9","커터/절단공구","쇠톱대","","1회","0","무료","1","13364","역삼2동 주민센터","서울특별시 강남구 역삼동 761-26","37.4959674,127.0468034","37.4959674","127.0468034","","02-3423-7353","0900","1800","","","","","","","20250226131105"
"16697","1","일반공구","9","커터/절단공구","쇠톱대","","1일","0","1일 500원","1","13393","화곡2동주민센터","서울특별시 강서구 화곡동 860-4","37.531817,126.854613","37.531817","126.854613","","02-2600-7584","0900","1800","","","","","","","20240617100232"
"10098","1","일반공구","9","커터/절단공구","쇠톱대","","1회","0","무료","1","13025","삼성1동 주민센터 공구대여소","서울특별시 강남구 삼성동 161-2","37.5144372,127.0625398","37.5144372","127.0625398","","02-3423-7803","0900","1800","","","","","","","20181127150317"
"9495","1","일반공구","9","커터/절단공구","쇠톱대","","1회","0","무료","2","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20181122104748"
"9820","1","일반공구","9","커터/절단공구","수평자","","1회","0","무료","1","13019","대치4동 주민센터","서울특별시 강남구 대치동 928-22","37.4997436,127.0579107","37.4997436","127.0579107","","02-3423-8506","0900","1800","","","","","","","20181126101517"
"12505","1","일반공구","9","커터/절단공구","스크래퍼","","1회","0","무료","5","119","공릉1동주민센터 공구대여소","서울특별시 노원구 공릉동 499-25","37.624874,127.073838","37.624874","127.073838","","02-2116-2495","0900","1800","","","","","","","20211001134130"
"13862","1","일반공구","9","커터/절단공구","스텐파이프 커터","","1회","0","무료","1","497","약수동주민센터 공구대여소","서울특별시 중구 신당동 366-15","37.55247,127.00899","37.55247","127.00899","","02-3396-8522","0900","1800","","","","","","","20220620160105"
"12412","1","일반공구","9","커터/절단공구","스트리퍼","","1회","0","무료","1","13166","금천구청년활동공간 청춘삘딩","서울특별시 금천구 독산동 161-23","37.4721725,126.8992936","37.4721725","126.8992936","","02-868-0597","1000","2200","0900","1700","","","","","20211001104810"
"10032","1","일반공구","9","커터/절단공구","스트리퍼","","1회","0","무료","2","13023","개포2동 주민센터 공구대여소","서울특별시 강남구 개포동 182","37.4897717,127.0689391","37.4897717","127.0689391","","02-3423-7758","0900","1800","","","","","","","20181127143047"
"9795","1","일반공구","9","커터/절단공구","스트리퍼","","1회","0","무료","1","13019","대치4동 주민센터","서울특별시 강남구 대치동 928-22","37.4997436,127.0579107","37.4997436","127.0579107","","02-3423-8506","0900","1800","","","","","","","20181126100352"
"9408","1","일반공구","9","커터/절단공구","스트리퍼","","1회","0","무료","1","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20181122102254"
"17410","1","일반공구","9","커터/절단공구","스트립퍼","","1회","0","무료","1","142","도봉2동 공구도서관 「공 구 합 니 다」","서울특별시 도봉구 도봉동 622-7","37.6696484,127.0443268","37.6696484","127.0443268","","02-2091-5834","0900","1800","","","","","","","20250825154133"
"12245","1","일반공구","9","커터/절단공구","스트립퍼","","1회","0","무료","1","163","상도1동주민센터 공구대여소","서울특별시 동작구 상도동 437","37.4981019,126.9530979","37.4981019","126.9530979","","8202451","0900","1800","","","","","","","20201127174220"
"11046","1","일반공구","9","커터/절단공구","알미늄톱대","","1회","0","무료","1","13045","망우3동주민센터 공구대여소","서울특별시 중랑구 망우동 529-2","37.5918564,127.0949231","37.5918564","127.0949231","","02-2094-6535","0900","1800","","","","","","","20201125135627"
"8541","1","일반공구","9","커터/절단공구","암갓다","","1일","0","무료","1","85","자양2동 공구대여소","서울특별시 광진구 자양동 646-29","37.5287746,127.0823575","37.5287746","127.0823575","","02-450-1629","0900","1800","","","","","","","20180202133000"
"8532","1","일반공구","9","커터/절단공구","암갓다","","1일","0","무료","1","84","자양1동 공구대여소","서울특별시 광진구 자양로13길 37","37.534508,127.082438","37.534508","127.082438","","02-450-1282","0900","1800","","","","","","","20180202133000"
"8468","1","일반공구","9","커터/절단공구","암갓다","","1회","0","무료","1","80","구의1동 공구대여소","서울특별시 광진구 광나루로36길56","37.5424917,127.0856756","37.5424917","127.0856756","","02-450-1202","0900","1800","","","","","","","20180202133000"
"8627","1","일반공구","9","커터/절단공구","암갓다","","1일","0","무료","1","89","우리마을 공구대여소","서울 광진구 군자로 151","37.5551221,127.0736884","37.5551221","127.0736884","","02-450-1865","0900","1800","","","","","","","20180202133000"
"17017","1","일반공구","9","커터/절단공구","암갓다 ","","1회","0","무료","1","86","자양3동 생활공구대여소","서울특별시 광진구 자양동 497-2","37.5337944,127.0707009","37.5337944","127.0707009","","02-450-1802","0900","1800","","","","","","","20241114165337"
"8611","1","일반공구","9","커터/절단공구","암커터","","1회","0","무료","1","88","화양동 공구대여소","서울 광진구 능동로17길 39","37.5464057,127.0691381","37.5464057","127.0691381","","02-450-1845","0900","1800","","","","","","","20180202133000"
"11232","1","일반공구","9","커터/절단공구","양날톰","","1회","0","무료","1","187","성산1동 우리동네 공구대여 센터","서울 마포구 성산로4길 15","37.5633288,126.905695","37.5633288","126.905695","","02-3153-6904","0900","1800","","","","","","","20201125164730"
"11424","1","일반공구","9","커터/절단공구","양손 가위","","1일","0","1일 500원","1","2436","화곡3동 주민센터 공구대여소","서울특별시 강서구 강서로33가길 17","37.5425392,126.8384231","37.5425392","126.8384231","","02-2600-7565","0900","1800","","","","","","","20201127095315"
"13058","1","일반공구","9","커터/절단공구","양손 대가위","","1회","0","무료","1","13175","군자동 우리마을 공구대여소","서울특별시 광진구 면목로 13","37.5554853,127.0753494","37.5554853","127.0753494","","02-450-1875","0900","1800","","","","","","","20211129165310"
"8612","1","일반공구","9","커터/절단공구","양손 대가위","","1회","0","무료","1","88","화양동 공구대여소","서울 광진구 능동로17길 39","37.5464057,127.0691381","37.5464057","127.0691381","","02-450-1845","0900","1800","","","","","","","20180202133000"
"15242","1","일반공구","9","커터/절단공구","양손 전지가위(전정가위)","","1회","0","무료","1","103","수궁동 공구대여소","서울특별시 구로구 궁동 213-42","37.4939422,126.8314627","37.4939422","126.8314627","","02-2620-7659","0900","1800","","","","","","","20230120094510"
"17329","1","일반공구","9","커터/절단공구","양손가위","","1회","0","무료","1","84","자양1동 공구대여소","서울특별시 광진구 자양로13길 37","37.534508,127.082438","37.534508","127.082438","","02-450-1282","0900","1800","","","","","","","20250710153145"
"16831","1","일반공구","9","커터/절단공구","양손가위","","1회","0","무료","5","13399","공릉1동 주민센터","서울특별시 노원구 동일로186길 3-24","37.624874,127.073838","37.624874","127.073838","","02-2116-2495","0900","1800","","","","","","","20240627205542"
"16702","1","일반공구","9","커터/절단공구","양손가위","","1일","0","1일 1000원","1","13393","화곡2동주민센터","서울특별시 강서구 화곡동 860-4","37.531817,126.854613","37.531817","126.854613","","02-2600-7584","0900","1800","","","","","","","20240617100730"
"14572","1","일반공구","9","커터/절단공구","양손가위","","1회","0","","1","2416","가양2동 공구대여소","서울특별시 강서구 가양동 1472-4","37.5673159,126.8512729","37.5673159","126.8512729","","02-2600-7813","0900","1700","","","","","","","20220630103545"
"13464","1","일반공구","9","커터/절단공구","양손가위","","1회","0","무료","3","496","다산동주민센터 공구도서관","서울특별시 중구 신당동 432-24","37.55434,127.00828","37.55434","127.00828","","02-3396-8357","0900","1800","","","","","","","20220614135845"
"11359","1","일반공구","9","커터/절단공구","양손가위","","1회","0","무료","1","2412","염창동 공구대여소","서울특별시 강서구 염창동 53-1","37.5536289,126.8710509","37.5536289","126.8710509","","02-2600-7305","0900","1800","","","","","","","20201127091740"
"11300","1","일반공구","9","커터/절단공구","양손가위","","1회","0","","1","2429","등촌1동 주민센터 공구대여소","서울특별시 강서구 등촌동 642-1","37.555787,126.8588487","37.555787","126.8588487","","02-2600-7346","0900","1800","","","","","","","20201125173512"
"17309","1","일반공구","9","커터/절단공구","양손전지가위","","1회","0","무료","1","95","구로5동 공구대여소","서울 구로구 구로중앙로28길 66","37.500076,126.8871354","37.500076","126.8871354","","02-2620-7619","0900","1800","","","","","","","20250704141730"
"16853","1","일반공구","9","커터/절단공구","양손전지가위","","1회","0","무료","1","163","상도1동주민센터 공구대여소","서울특별시 동작구 상도동 437","37.4981019,126.9530979","37.4981019","126.9530979","","8202451","0900","1800","","","","","","","20240709170227"
"16599","1","일반공구","9","커터/절단공구","양손전지가위","","1일","0","1일 500원","1","13376","방화2동 주민센터 공구대여소","서울특별시 강서구 방화동 850","37.5717834,126.8058069","37.5717834","126.8058069","","02-2600-5204","0900","1800","","","","","","","20240520114841"
"13952","1","일반공구","9","커터/절단공구","양손전지가위","","1회","0","무료","3","13209","망우본동 공구대여소","서울특별시 중랑구 망우동 340-17","37.6005732,127.1014684","37.6005732","127.1014684","","02-2094-6480","0900","1800","","","","","","","20220621133429"
"16062","1","일반공구","9","커터/절단공구","양손조경가위","","1회","0","무료","1","163","상도1동주민센터 공구대여소","서울특별시 동작구 상도동 437","37.4981019,126.9530979","37.4981019","126.9530979","","8202451","0900","1800","","","","","","","20231110092002"
"12774","1","일반공구","9","커터/절단공구","양손조경가위","","1회","0","무료","2","457","갈현2동 공구도서관","서울특별시 은평구 연서로27길 31-6","37.6185866,126.9158385","37.6185866","126.9158385","","02-351-5124","0900","1800","","","","","","","20211021104538"
"10100","1","일반공구","9","커터/절단공구","엑셀가위","","1회","0","무료","3","13025","삼성1동 주민센터 공구대여소","서울특별시 강남구 삼성동 161-2","37.5144372,127.0625398","37.5144372","127.0625398","","02-3423-7803","0900","1800","","","","","","","20181127150401"
"1493","1","일반공구","9","커터/절단공구","옵셋트날","","1일","0","무료","3","474","평창동 공구대여소","서울특별시 종로구 평창동 186-9","37.60637,126.96841","37.60637","126.96841","","02-2148-5124","0900","1800","","","","","","","20180123173300"
"15973","1","일반공구","9","커터/절단공구","와이어 로프 커터","","1회","0","무료","1","145","용두동 공구대여소","서울특별시 동대문구 천호대로27길 35","37.5758184,127.0372168","37.5758184","127.0372168","","02-2171-6009","0900","1800","","","","","","","20230810121613"
"12713","1","일반공구","9","커터/절단공구","와이어 볼트 커터","","1회","0","무료","1","247","송정동 공구대여소","서울특별시 성동구 동일로43길 13","37.55453,127.06957","37.55453","127.06957","","02-2286-7509","0900","1800","","","","","","","20211012150916"
"15435","1","일반공구","9","커터/절단공구","와이어 커터","","1회","0","무료","1","336","우리동네 공구도서관(신길4동)","서울특별시 영등포구 신길로42길 1","37.50845,126.91128","37.50845","126.91128","","02-2670-1297","0900","1800","","","","","","","20230428105251"
"590","1","일반공구","9","커터/절단공구","와이어컷터","","1일","0","1일 300원","1","62","난향동 공구대여소","서울특별시 관악구 난곡로67","37.461481,126.9165963","37.461481","126.9165963","","02-879-4656","0900","1800","","","","","","","20180123173300"
"6713","1","일반공구","9","커터/절단공구","유리칼","","1일","0","무료","1","233","홍제태영으뜸아파트 공구도서관","서울특별시 서대문구 세검정로3길 63","37.59379,126.94681","37.59379","126.94681","","02-395-6548","0900","1800","","","","","","","20180123173300"
"5217","1","일반공구","9","커터/절단공구","유리칼 1개","","1일","0","무료","1","301","문정래미안","서울특별시 송파구 문정동 1","37.49107,127.13155","37.49107","127.13155","","02-402-4023","0900","1800","","","","","","","20180123173300"
"15364","1","일반공구","9","커터/절단공구","이지스트리퍼","","1회","0","무료","1","169","대방동주민센터 공구대여소","서울특별시 동작구 대방동 350-8","37.5081314,126.9263503","37.5081314","126.9263503","","02-820-2750","0900","1800","","","","","","","20230315154039"
"12963","1","일반공구","9","커터/절단공구","이지스트리퍼","","1회","0","무료","1","13170","노량진1동주민센터 공구대여소","서울특별시 동작구 노량진동 333","37.5132374,126.9465794","37.5132374","126.9465794","","02-820-2405","0900","1800","","","","","","","20211124165653"
"12035","1","일반공구","9","커터/절단공구","이지스트리퍼","","1회","0","무료","1","170","신대방1동주민센터 공구대여소","서울특별시 동작구 신대방동 604-8","37.4889376,126.91006","37.4889376","126.91006","","02-820-2807","0900","1800","","","","","","","20201127161944"
"11990","1","일반공구","9","커터/절단공구","이지스트리퍼","","1회","0","무료","1","165","상도3동주민센터 공구대여소","서울특별시 동작구 상도동 315-37","37.49911,126.9313814","37.49911","126.9313814","","02-820-2463","0900","1800","","","","","","","20201127160344"
"11953","1","일반공구","9","커터/절단공구","이지스트리퍼","","1회","0","무료","2","164","상도2동주민센터 공구대여소","서울특별시 동작구 상도동 25-48","37.5055235,126.9423089","37.5055235","126.9423089","","02-820-2493","0900","1800","","","","","","","20201127155157"
"14927","1","일반공구","9","커터/절단공구","자동스트리퍼","","1회","0","무료","1","173","사당3동주민센터 공구대여소","사당로17길86","37.4866574,126.9720766","37.4866574","126.9720766","","02-820-4081","0900","1800","","","","","","","20220923133922"
"16723","1","일반공구","9","커터/절단공구","자물쇠절단기","","1일","0","1일 500원","1","51","화곡8동 공구대여소","서울특별시 강서구 화곡동 341-4","37.532635,126.8461318","37.532635","126.8461318","","02-2600-7703","0900","1800","","","","","","","20240618132619"
"16015","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13364","역삼2동 주민센터","서울특별시 강남구 역삼동 761-26","37.4959674,127.0468034","37.4959674","127.0468034","","02-3423-7353","0900","1800","","","","","","","20230818173544"
"13791","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","288","잠실7동 주민센터","서울특별시 송파구 잠실동 85-1","37.50863,127.07714","37.50863","127.07714","","02-2147-4766","0900","1800","","","","","","","20220620143058"
"9818","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13019","대치4동 주민센터","서울특별시 강남구 대치동 928-22","37.4997436,127.0579107","37.4997436","127.0579107","","02-3423-8506","0900","1800","","","","","","","20181126101422"
"9697","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13016","역삼2동 주민센터 공구대여소","서울특별시 강남구 역삼동 761-26","37.4959857,127.0467983","37.4959857","127.0467983","","02-3423-7353","0900","1800","","","","","","","20181123153338"
"9532","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13013","일원1동 주민센터","서울특별시 강남구 일원동 712-3","37.4918388,127.0879628","37.4918388","127.0879628","","02-3423-8370","0900","1800","","","","","","","20181122105600"
"9499","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13010","청담동주민센터","서울특별시 강남구 청담동 124-1","37.5250639,127.049282","37.5250639","127.049282","","02-3423-7712","0900","1800","","","","","","","20181122104900"
"9344","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","2","13008","도곡2동 주민센터","서울특별시 강남구 도곡동 459","37.4837343,127.0464311","37.4837343","127.0464311","","02-3423-7554","0900","1800","","","","","","","20181120165242"
"9322","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13007","개포4동 주민센터","서울특별시 강남구 개포동 1211-4","37.4788568,127.0516419","37.4788568","127.0516419","","02-3423-7854","0900","1800","","","","","","","20181120164035"
"9259","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","2","13009","수서동 주민센터","서울특별시 강남구 수서동 723","37.4867306,127.1053898","37.4867306","127.1053898","","02-3423-8581","0900","1800","","","","","","","20181120161245"
"9207","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13006","역삼1동 주민센터 공구대여소","서울특별시 강남구 역삼동 829-20","37.4954737,127.0333704","37.4954737","127.0333704","","02-3423-8624","0900","1800","","","","","","","20181119164155"
"9160","1","일반공구","9","커터/절단공구","전정가위","","1회","0","무료","1","13005","일원본동 주민센터","서울특별시 강남구 일원동 735-3","37.483362,127.0864614","37.483362","127.0864614","","02-3423-8253","0900","1800","","","","","","","20181119112106"
"11047","1","일반공구","9","커터/절단공구","전정톱 ","","1회","0","무료","1","13045","망우3동주민센터 공구대여소","서울특별시 중랑구 망우동 529-2","37.5918564,127.0949231","37.5918564","127.0949231","","02-2094-6535","0900","1800","","","","","","","20201125135643"
"16771","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","2","78","중곡4동 생활공구대여소","서울특별시 광진구 중곡동 62-24","37.559041,127.0893589","37.559041","127.0893589","","02-450-5135","0900","1800","","","","","","","20240625102218"
"15975","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","13067","신대방2동주민센터 공구대여소","서울특별시 동작구 신대방동 723","37.4984131,126.9245404","37.4984131","126.9245404","","02-820-2848","0900","1800","","","","","","","20230810143428"
"14116","1","일반공구","9","커터/절단공구","전지가위","","1일","0","1일 10000원","2","243","서초1동반딧불센터","서울특별시 서초구 남부순환로339길 47-1 2층","37.48490,127.02172","37.48490","127.02172","","02-521-0364","1000","1800","","","","","","","20220622164347"
"14075","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","2","13052","방배2동반딧불센터 공구대여소","서울특별시 서초구 방배동 471-16","37.4784587,126.9864432","37.4784587","126.9864432","","02-521-8776","1000","1800","","","","","","","20220622150139"
"13947","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","13209","망우본동 공구대여소","서울특별시 중랑구 망우동 340-17","37.6005732,127.1014684","37.6005732","127.1014684","","02-2094-6480","0900","1800","","","","","","","20220621125333"
"13021","1","일반공구","9","커터/절단공구","전지가위","","1일","0","1일 10000원","2","13174","서초3동 반딧불센터","서울특별시 서초구 서초동 1484-6","37.4828293,127.0108648","37.4828293","127.0108648","","02-521-3254","0900","1700","","","","","","","20211126160318"
"12692","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","0","482","창신제1동 공구대여소","서울특별시 종로구 창신동 401-3","37.57072,127.01634","37.57072","127.01634","","02-2148-5393","","","","","","","","","20211008140031"
"12409","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","13166","금천구청년활동공간 청춘삘딩","서울특별시 금천구 독산동 161-23","37.4721725,126.8992936","37.4721725","126.8992936","","02-868-0597","1000","2200","0900","1700","","","","","20211001104708"
"11654","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","13061","홍은2동주민센터 공구대여소","서울특별시 서대문구 홍은동 273-10","37.5801972,126.9342509","37.5801972","126.9342509","","02-330-8786","0900","1800","","","","","","","20201127110902"
"11628","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","192","홍은1동 공구대여소","서울특별시 서대문구 홍은동 11-853","37.5989304,126.9471598","37.5989304","126.9471598","","02-330-6767","0900","1800","","","","","","","20201127110135"
"11222","1","일반공구","9","커터/절단공구","전지가위","","1회","0","","1","242","양재1동주민센터 공구대여소","서울특별시 서초구 바우뫼로 41","37.4716412,127.026744","37.4716412","127.026744","","02-2155-7882","1000","1800","","","","","","","20201125162649"
"11168","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","2","13050","방배본동주민센터 공구대여소","서울특별시 서초구 방배동 774-9","37.4941344,126.9887595","37.4941344","126.9887595","","02-2155-7724","0900","1800","","","","","","","20201125154344"
"11132","1","일반공구","9","커터/절단공구","전지가위","","1일","0","1일 10000원","2","13047","서초4동주민센터 공구대여소","서울특별시 서초구 서초동 1302-6","37.5026463,127.0221476","37.5026463","127.0221476","","02-2155-7491","0900","1800","","","","","","","20201125152153"
"10944","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","2","476","교남동 공구대여소","서울특별시 종로구 송월길 154","37.57192,126.96196","37.57192","126.96196","","02-2148-5184","0900","1800","","","","","","","20201125105213"
"10910","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","464","신사1동 공구도서관","서울특별시 은평구 은평로2길 2","37.59781,126.91177","37.59781","126.91177","","02-351-5334","0900","1800","","","","","","","20201125103152"
"8712","1","일반공구","9","커터/절단공구","전지가위","","1일","0","무료","1","92","구로2동 공구대여소","서울특별시 구로구 구로동 704-12","37.4913771,126.8834703","37.4913771","126.8834703","","02-2620-7304","0900","1800","","","","","","","20180202133000"
"8773","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","95","구로5동 공구대여소","서울 구로구 구로중앙로28길 66","37.500076,126.8871354","37.500076","126.8871354","","02-2620-7619","0900","1800","","","","","","","20180202133000"
"8926","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","100","개봉3동 공구대여소","서울특별시 구로구 개봉로3길 47-5","37.4859537,126.8516385","37.4859537","126.8516385","","02-2620-7369","0900","1800","","","","","","","20180202133000"
"8998","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","103","수궁동 공구대여소","서울특별시 구로구 궁동 213-42","37.4939422,126.8314627","37.4939422","126.8314627","","02-2620-7659","0900","1800","","","","","","","20180202133000"
"8653","1","일반공구","9","커터/절단공구","전지가위","","1회","0","무료","1","90","신도림동 공구대여소","서울특별시 구로구 신도림로 40","37.5077664,126.8805826","37.5077664","126.8805826","","02-2620-7103","0900","1800","","","","","","","20180202133000"
"8734","1","일반공구","9","커터/절단공구","전지가위","","1일","0","무료","0","93","구로3동 공구대여소","서울특별시 구로구 구로동 777-22","37.4873799,126.8903678","37.4873799","126.8903678","","02-2620-7407","0900","1800","","","","","","","20180202133000"
"15646","1","일반공구","9","커터/절단공구","전지가위(소)","","1회","0","무료","1","13042","응암1동주민센터 공구대여소","서울특별시 은평구 응암동 96-3","37.6006884,126.926813","37.6006884","126.926813","","02-351-5232","0900","1800","","","","","","","20230510162743"
"10925","1","일반공구","9","커터/절단공구","전지용 양손가위","","1회","0","무료","1","471","사직동 공구대여소","서울특별시 종로구 경희궁1길 15","37.5713641,126.9706183","37.5713641","126.9706183","","02-2148-5033","0900","1800","","","","","","","20201125104643"
"15647","1","일반공구","9","커터/절단공구","전지용 양손가위(대)","","1회","0","무료","1","13042","응암1동주민센터 공구대여소","서울특별시 은평구 응암동 96-3","37.6006884,126.926813","37.6006884","126.926813","","02-351-5232","0900","1800","","","","","","","20230510162823"
"2255","1","일반공구","9","커터/절단공구","절단공구","","1일","0","무료","1","469","은평물품공유센터","서울특별시 은평구 연서로 34길 11-1","37.62145,126.92781","37.62145","126.92781","","02-358-0607","1000","1800","","","","","","","20180123173300"
"15637","1","일반공구","9","커터/절단공구","절단기","","1일","0","1일 500원","1","13336","성내2동주민센터","풍성로37가길62","37.532425,127.129563","37.532425","127.129563","","02-3425-7790","0900","1800","","","","","","","20230508100117"
"15626","1","일반공구","9","커터/절단공구","절단기","","1일","0","1일 300원","1","13329","성내3동주민센터","강동대로53길 76","37.5260101,127.13287","37.5260101","127.13287","","0234257824","0900","1800","","","","","","","20230504150731"
"15614","1","일반공구","9","커터/절단공구","절단기","","1일","0","1일 300원","1","13335","천호3동 주민센터","천호동555","37.539947,127.1298034","37.539947","127.1298034","","02-3425-7730","0900","1800","","","","","","","20230504145948"
"15552","1","일반공구","9","커터/절단공구","절단기","","1일","0","1일 500원","1","13318","고덕2동 주민센터","서울특별시 강동구 아리수로78길 43-12","37.5605,127.16435","37.5605","127.16435","","02-3425-7553","0900","1800","","","","","","","20230502161146"
